PLAYER_NAME,xShot_total,xPoints_total
Daishen Nix,61.09975368114448,139.44879429172295
Skylar Mays,60.56884033867507,138.56053114056687
Denzel Valentine,51.79051696356916,136.36155431009917
Alfonzo McKinnie,58.64579312897183,136.31934683152923
Nerlens Noel,66.49477842658612,134.9611676477061
Kyle Guy,51.85078728181576,131.458573738444
Lindell Wigginton,56.34897788497132,130.62647367365398
Greg Monroe,63.63647505752247,127.27295011504494
JT Thor,53.045982932870714,124.56951039875194
Javonte Smart,51.89327966958892,121.68729296459895
Jahmi'us Ramsey,52.59171119133133,117.51368131511676
Mamadi Diakite,56.59241262716937,116.71645899891135
Charles Bassey,56.837162009839865,116.44620821343662
Joe Wieskamp,43.180262592107205,116.36166808038658
Leandro Bolmaro,49.5888942111156,111.39794225038962
Malcolm Hill,42.42344914947616,110.54062040336795
Jamorko Pickett,40.36756831014475,107.87061209692276
Sam Hauser,37.72446313582025,105.80229238848457
Melvin Frazier Jr.,45.09718593348176,105.50633252278092
Usman Garuba,44.44849195687341,102.60451343275746
Tyler Cook,51.04567702117012,102.09135404234024
Jalen Johnson,45.30176110138445,99.7600021943922
Zavier Simpson,46.56368419956061,98.74148458772083
Xavier Moon,44.402877092687696,98.56764783007642
Haywood Highsmith,38.5819615838373,97.351140173367
Cassius Stanley,42.45969799267545,96.87522122088855
Jay Scrubb,40.9326376916282,96.49683267456456
Devin Cannady,33.35497411410836,92.99747264650479
Kevin Pangos,37.168863376212066,91.97443157564807
Vlatko Čančar,41.70924811378885,91.9403625275652
Louis King,35.76943983230401,90.38229667526531
Charlie Brown Jr.,40.38949666865876,89.0083978318745
Neemias Queta,43.43340819380316,86.86681638760632
Tim Frazier,37.37693676775507,86.52545643735384
Willie Cauley-Stein,42.59623753050712,86.50538365784146
Alize Johnson,40.50986850443386,83.51446295022768
Theo Pinson,30.18340813030547,81.27464527237485
Jabari Parker,34.61804076806109,79.83156971070174
Hassani Gravett,28.767706891888572,75.34416916282012
Abdel Nader,32.46829799772607,74.44391377467078
Paul Watson,27.882789940967324,74.24193378630824
Trevelin Queen,27.203333054828796,70.52749834325928
Devontae Cacok,34.183492171429045,68.36698434285809
Udonis Haslem,32.281152836608136,67.4775773107319
Didi Louzada,25.618109051432228,67.32451912375132
Chaundee Brown Jr.,25.64181142707821,63.48770941596429
Luke Kornet,29.760916061317143,62.80915634457873
Bol Bol,29.39552381964764,61.56146302389358
Carsen Edwards,25.258857576920484,61.35335300386548
Jared Harper,23.156804875159335,54.637225491839075
Langston Galloway,21.02276214125574,53.467768439150895
Jeff Dowtin Jr.,23.454640649789383,53.20610337234563
Isaiah Todd,20.682439054871143,52.69188446845992
Brandon Knight,20.007196737970673,51.321915212652094
BJ Johnson,22.055244463217797,51.00189316874912
Sam Merrill,17.198536770601102,50.19221281034036
Derrick Walton Jr.,20.565131763383434,49.95276098131159
James Ennis III,22.219718540010323,49.735667920377516
Freddie Gillespie,24.437727218328618,49.62569326931937
Quinndary Weatherspoon,22.56187427021269,48.5454766886573
Devon Dotson,20.545968967122306,47.27649040556446
Brodric Thomas,18.673103663891194,43.52232805972144
Aleem Ford,16.545477426670114,43.47607429285302
Tyrone Wallace,18.69868031725574,43.12115654554204
Marcus Garrett,19.956836738688054,42.66600151564657
Solomon Hill,16.833364855139244,42.433663014118174
Malik Fitts,17.01612784436615,40.856673219499555
Yves Pons,16.879087082969107,40.291793627496
Ed Davis,19.72255625049152,39.44511250098304
Tyler Johnson,15.064647997136257,39.35993773829168
Kai Jones,18.23613936079579,37.870647290550004
Petr Cornelie,16.053368597309216,37.676516677179706
D.J. Wilson,17.911280007959853,37.261766131053356
Wes Iwundu,16.37376230913436,36.369042315562254
Ruben Nembhard Jr.,17.332073253025506,36.052065191087095
Gabriel Lundberg,15.163304547156613,35.5801583626026
Chris Silva,17.309707366459815,34.61941473291963
Robert Woodard II,15.85888062543466,34.48492649184173
Cameron Oliver,16.100449300676946,34.26627276521362
Myles Powell,14.785435400918422,33.63448194045563
Marko Simonovic,14.779645919621036,32.954860100691874
Mason Jones,13.85699483084203,30.42664788327221
Sharife Cooper,13.068985639422081,30.412649188160106
Tacko Fall,15.03909767499373,30.07819534998746
Cameron McGriff,12.549164834836434,29.422667385797002
Justin Jackson,11.593623481419424,29.30829696760444
Gabriel Deck,13.122779682238878,29.075346010714128
Nik Stauskas,10.962330834682508,28.997913637404757
Isaac Bonga,12.790146334252809,28.59562734934901
Vernon Carey Jr.,13.725838786101757,27.451677572203515
Tremont Waters,10.083205369798156,25.95404145219307
Ryan Arcidiacono,8.947812186628365,24.22774963233435
Micah Potter,11.00457409461458,23.323061059107662
Jordan Schakel,8.80354763869278,21.567350774795912
Cassius Winston,8.501015886395619,21.128424018267026
Xavier Sneed,7.6755837673302425,21.016801167758363
Deividas Sirvydis,7.898341899555669,20.530996137207165
Cheick Diallo,10.217267467642138,20.434534935284276
Miye Oni,6.953420238750269,19.62925439560599
Rayjon Tucker,7.7690009804642886,18.996170850539336
Carlik Jones,8.578158854401893,17.883233518257374
Sekou Doumbouya,7.894920092968786,17.078237027816456
Darren Collison,6.593746954725702,15.399607940752801
Gabe York,5.193480478497077,14.387028921751485
Shaquille Harrison,6.017696024630756,13.546187327992044
Daniel Oturu,6.285935288245229,13.22381967987763
Mac McClung,5.500343263127142,13.011475107386847
Paris Bass,5.767477413879754,12.882075776014018
Norvel Pelle,6.421963071004638,12.843926142009275
Jaylen Morris,5.655279413454612,12.575016904154568
Trevon Scott,5.870803589812987,12.446103807452534
Dakota Mathias,4.115684452011026,12.347053356033076
