PLAYER_NAME,xShot_total,xPoints_total,actual_points,diff
Jarrett Culver,126.40607385873422,285.6973097732443,204,81.69730977324429
Andre Iguodala,112.8856183026395,276.3785489404713,184,92.37854894047132
Admiral Schofield,108.5327211931303,271.64909810338247,216,55.64909810338247
Killian Tillie,102.71819085059624,266.0603546742047,172,94.06035467420469
Matt Thomas,99.83252111361595,262.94975065024965,220,42.949750650249655
Joe Harris,98.525090696737,259.38442926677357,224,35.384429266773566
Wenyen Gabriel,119.32852533536472,258.88304388265476,216,42.88304388265476
Sandro Mamukelashvili,109.4924954238384,254.6592283150907,228,26.6592283150907
David Duke Jr.,111.83655964854144,250.34858891266447,156,94.34858891266447
Olivier Sarr,113.9874919119974,247.7623584994246,232,15.762358499424607
Paul Millsap,111.32245565153171,246.96905883325695,180,66.96905883325695
Nick Richards,122.7102002607418,245.4204005214836,240,5.4204005214836
Josh Okogie,105.18727039693205,244.1001268711212,168,76.1001268711212
Juancho Hernangomez,94.8572880683922,238.41658386438255,176,62.416583864382545
Anthony Gill,109.5189131560283,237.38218675121811,248,-10.617813248781886
Keljin Blevins,92.89575515703153,236.94831234832458,136,100.94831234832458
Paul Reed,114.93627521013265,235.0192260007551,216,19.01922600075511
Markieff Morris,102.48990011626839,232.49934279664595,216,16.499342796645948
Ish Wainright,92.58480655840964,227.40283375455627,164,63.40283375455627
Gorgui Dieng,89.45657894100144,225.47265272628013,212,13.472652726280131
Miles McBride,87.20424976223413,221.9095120684827,128,93.90951206848271
Dylan Windler,85.10780545288812,219.63845557953772,148,71.63845557953772
Cody Zeller,106.68276137758467,216.12451445772265,204,12.124514457722654
Trevor Ariza,81.12065121075517,215.04560191066244,132,83.04560191066244
Nathan Knight,102.57795585491463,214.55901717645065,180,34.55901717645065
Patrick Williams,96.91270640324224,214.47241871847658,216,-1.5275812815234247
Enes Freedom,104.9655721659062,213.29027158123756,204,9.290271581237562
Kris Dunn,101.12069557319043,209.72709948127627,176,33.72709948127627
Michael Porter Jr.,88.21727375778615,208.8588140941988,148,60.858814094198806
Semi Ojeleye,86.3554976501797,207.63698394506332,120,87.63698394506332
Markus Howard,79.12067238260481,206.78819520289306,156,50.788195202893064
PJ Dozier,85.27229229880902,203.56468890986585,144,59.56468890986585
Justin Anderson,79.73217161099406,200.52694047190076,144,56.52694047190076
Jaylen Hoard,88.17920346494368,193.90295718838763,176,17.90295718838763
Gary Clark,69.57681402958465,190.0526638290731,132,58.05266382907311
Isaiah Livers,71.71980300691865,188.85869389221253,164,24.85869389221253
Justin Robinson,72.77509895471813,186.7561510685191,112,74.7561510685191
Kevin Knox II,74.18906360681979,186.03120565926778,124,62.03120565926778
Reggie Perry,81.6055304900314,174.43025682294584,160,14.430256822945836
Jake Layman,70.10636867312044,165.39703751649571,120,45.397037516495715
Chris Chiozza,63.911329927574684,164.5010639461998,96,68.50106394619979
Jericho Sims,81.35775555319292,162.71551110638583,156,6.715511106385833
Mychal Mulder,62.70421596675403,162.63079376629557,96,66.63079376629557
Braxton Key,72.17072859908171,159.32063039411463,132,27.32063039411463
KZ Okpala,68.09534752143536,154.70156480615663,120,34.701564806156625
Justin Champagnie,67.16406329351132,154.45936828058808,124,30.45936828058808
Boban Marjanovic,74.72912745941902,152.20912829194867,168,-15.790871708051327
Brad Wanamaker,70.19180354231482,151.61339481957694,112,39.61339481957694
Frank Kaminsky,69.6630897323319,149.51452995452627,144,5.514529954526267
Victor Oladipo,62.55244064646881,149.13489805201078,140,9.134898052010783
Georgios Kalaitzakis,64.99803215649533,147.9648253638066,124,23.964825363806597
Udoka Azubuike,72.510207322515,145.02041464503,148,-2.9795853549699984
Bruno Fernando,69.2858017518778,139.95720405906786,144,-4.0427959409321375
Daishen Nix,61.09975368114448,139.44879429172295,108,31.448794291722947
Skylar Mays,60.56884033867507,138.56053114056687,128,10.560531140566866
Denzel Valentine,51.79051696356916,136.36155431009917,100,36.361554310099166
Alfonzo McKinnie,58.64579312897183,136.31934683152923,96,40.31934683152923
Nerlens Noel,66.49477842658612,134.9611676477061,128,6.961167647706105
Kyle Guy,51.85078728181576,131.458573738444,104,27.458573738443988
Lindell Wigginton,56.34897788497132,130.62647367365398,104,26.626473673653976
Greg Monroe,63.63647505752247,127.27295011504494,128,-0.7270498849550648
JT Thor,53.045982932870714,124.56951039875194,96,28.569510398751945
Javonte Smart,51.89327966958892,121.68729296459895,76,45.68729296459895
Jahmi'us Ramsey,52.59171119133133,117.51368131511676,96,21.513681315116756
Mamadi Diakite,56.59241262716937,116.71645899891135,100,16.71645899891135
Charles Bassey,56.837162009839865,116.44620821343662,120,-3.55379178656338
Joe Wieskamp,43.180262592107205,116.36166808038658,80,36.36166808038658
Leandro Bolmaro,49.5888942111156,111.39794225038962,68,43.39794225038962
Malcolm Hill,42.42344914947616,110.54062040336795,96,14.540620403367953
Jamorko Pickett,40.36756831014475,107.87061209692276,72,35.870612096922756
Sam Hauser,37.72446313582025,105.80229238848457,92,13.802292388484574
Melvin Frazier Jr.,45.09718593348176,105.50633252278092,52,53.50633252278092
Usman Garuba,44.44849195687341,102.60451343275746,76,26.604513432757457
Tyler Cook,51.04567702117012,102.09135404234024,92,10.091354042340242
Jalen Johnson,45.30176110138445,99.7600021943922,88,11.7600021943922
Zavier Simpson,46.56368419956061,98.74148458772083,76,22.741484587720834
Xavier Moon,44.402877092687696,98.56764783007642,100,-1.4323521699235755
Haywood Highsmith,38.5819615838373,97.351140173367,64,33.351140173367
Cassius Stanley,42.45969799267545,96.87522122088855,76,20.875221220888548
Jay Scrubb,40.9326376916282,96.49683267456456,72,24.49683267456456
Devin Cannady,33.35497411410836,92.99747264650479,60,32.99747264650479
Kevin Pangos,37.168863376212066,91.97443157564807,60,31.97443157564807
Vlatko Čančar,41.70924811378885,91.9403625275652,92,-0.059637472434801
Louis King,35.76943983230401,90.38229667526531,60,30.38229667526531
Charlie Brown Jr.,40.38949666865876,89.0083978318745,40,49.008397831874504
Neemias Queta,43.43340819380316,86.86681638760632,68,18.86681638760632
Tim Frazier,37.37693676775507,86.52545643735384,56,30.52545643735384
Willie Cauley-Stein,42.59623753050712,86.50538365784146,64,22.505383657841463
Alize Johnson,40.50986850443386,83.51446295022768,68,15.514462950227681
Theo Pinson,30.18340813030547,81.27464527237485,56,25.274645272374855
Jabari Parker,34.61804076806109,79.83156971070174,72,7.831569710701743
Hassani Gravett,28.767706891888572,75.34416916282012,72,3.3441691628201227
Abdel Nader,32.46829799772607,74.44391377467078,48,26.443913774670776
Paul Watson,27.882789940967324,74.24193378630824,48,26.241933786308238
Trevelin Queen,27.203333054828796,70.52749834325928,60,10.527498343259282
Devontae Cacok,34.183492171429045,68.36698434285809,84,-15.633015657141911
Udonis Haslem,32.281152836608136,67.4775773107319,56,11.477577310731903
Didi Louzada,25.618109051432228,67.32451912375132,48,19.324519123751315
Chaundee Brown Jr.,25.64181142707821,63.48770941596429,40,23.48770941596429
Luke Kornet,29.760916061317143,62.80915634457873,52,10.809156344578732
Bol Bol,29.39552381964764,61.56146302389358,60,1.5614630238935803
Carsen Edwards,25.258857576920484,61.35335300386548,36,25.35335300386548
Jared Harper,23.156804875159335,54.637225491839075,56,-1.3627745081609248
Langston Galloway,21.02276214125574,53.467768439150895,24,29.467768439150895
Jeff Dowtin Jr.,23.454640649789383,53.20610337234563,32,21.20610337234563
Isaiah Todd,20.682439054871143,52.69188446845992,28,24.691884468459918
Brandon Knight,20.007196737970673,51.321915212652094,40,11.321915212652094
BJ Johnson,22.055244463217797,51.00189316874912,44,7.00189316874912
Sam Merrill,17.198536770601102,50.19221281034036,32,18.192212810340358
Derrick Walton Jr.,20.565131763383434,49.95276098131159,24,25.95276098131159
James Ennis III,22.219718540010323,49.735667920377516,44,5.735667920377516
Freddie Gillespie,24.437727218328618,49.62569326931937,36,13.62569326931937
Quinndary Weatherspoon,22.56187427021269,48.5454766886573,48,0.5454766886573026
Devon Dotson,20.545968967122306,47.27649040556446,44,3.2764904055644593
Brodric Thomas,18.673103663891194,43.52232805972144,32,11.522328059721438
Aleem Ford,16.545477426670114,43.47607429285302,24,19.47607429285302
Tyrone Wallace,18.69868031725574,43.12115654554204,28,15.121156545542043
Marcus Garrett,19.956836738688054,42.66600151564657,20,22.66600151564657
Solomon Hill,16.833364855139244,42.433663014118174,12,30.433663014118174
Malik Fitts,17.01612784436615,40.856673219499555,32,8.856673219499555
Yves Pons,16.879087082969107,40.291793627496,20,20.291793627496
Ed Davis,19.72255625049152,39.44511250098304,44,-4.5548874990169566
Tyler Johnson,15.064647997136257,39.35993773829168,24,15.359937738291677
Kai Jones,18.23613936079579,37.870647290550004,36,1.8706472905500036
Petr Cornelie,16.053368597309216,37.676516677179706,20,17.676516677179706
D.J. Wilson,17.911280007959853,37.261766131053356,44,-6.738233868946644
Wes Iwundu,16.37376230913436,36.369042315562254,32,4.369042315562254
Ruben Nembhard Jr.,17.332073253025506,36.052065191087095,24,12.052065191087095
Gabriel Lundberg,15.163304547156613,35.5801583626026,20,15.580158362602603
Chris Silva,17.309707366459815,34.61941473291963,32,2.61941473291963
Robert Woodard II,15.85888062543466,34.48492649184173,8,26.484926491841733
Cameron Oliver,16.100449300676946,34.26627276521362,40,-5.733727234786379
Myles Powell,14.785435400918422,33.63448194045563,20,13.634481940455629
Marko Simonovic,14.779645919621036,32.954860100691874,16,16.954860100691874
Mason Jones,13.85699483084203,30.42664788327221,28,2.42664788327221
Sharife Cooper,13.068985639422081,30.412649188160106,12,18.412649188160106
Tacko Fall,15.03909767499373,30.07819534998746,20,10.07819534998746
Cameron McGriff,12.549164834836434,29.422667385797002,20,9.422667385797002
Justin Jackson,11.593623481419424,29.30829696760444,20,9.308296967604441
Gabriel Deck,13.122779682238878,29.075346010714128,32,-2.924653989285872
Nik Stauskas,10.962330834682508,28.997913637404757,20,8.997913637404757
Isaac Bonga,12.790146334252809,28.59562734934901,12,16.59562734934901
Vernon Carey Jr.,13.725838786101757,27.451677572203515,28,-0.5483224277964851
Tremont Waters,10.083205369798156,25.95404145219307,16,9.95404145219307
Ryan Arcidiacono,8.947812186628365,24.22774963233435,24,0.2277496323343513
Micah Potter,11.00457409461458,23.323061059107662,20,3.323061059107662
Jordan Schakel,8.80354763869278,21.567350774795912,4,17.567350774795912
Cassius Winston,8.501015886395619,21.128424018267026,16,5.128424018267026
Xavier Sneed,7.6755837673302425,21.016801167758363,8,13.016801167758363
Deividas Sirvydis,7.898341899555669,20.530996137207165,4,16.530996137207165
Cheick Diallo,10.217267467642138,20.434534935284276,12,8.434534935284276
Miye Oni,6.953420238750269,19.62925439560599,8,11.62925439560599
Rayjon Tucker,7.7690009804642886,18.996170850539336,24,-5.003829149460664
Carlik Jones,8.578158854401893,17.883233518257374,4,13.883233518257374
Sekou Doumbouya,7.894920092968786,17.078237027816456,20,-2.9217629721835436
Darren Collison,6.593746954725702,15.399607940752801,8,7.3996079407528015
Gabe York,5.193480478497077,14.387028921751485,8,6.387028921751485
Shaquille Harrison,6.017696024630756,13.546187327992044,8,5.546187327992044
Daniel Oturu,6.285935288245229,13.22381967987763,12,1.2238196798776304
Mac McClung,5.500343263127142,13.011475107386847,12,1.0114751073868469
Paris Bass,5.767477413879754,12.882075776014018,8,4.882075776014018
Norvel Pelle,6.421963071004638,12.843926142009275,12,0.8439261420092752
Jaylen Morris,5.655279413454612,12.575016904154568,0,12.575016904154568
Trevon Scott,5.870803589812987,12.446103807452534,12,0.4461038074525341
Dakota Mathias,4.115684452011026,12.347053356033076,8,4.347053356033076
Emanuel Terry,5.8270520757842625,11.654104151568525,0,11.654104151568525
George King,3.9908706160563985,11.033040666708334,0,11.033040666708334
Joel Ayayi,5.077780704404192,10.818590523401177,4,6.818590523401177
Shaq Buchanan,4.608013164512374,10.693396963285437,4,6.693396963285437
Matt Ryan,3.5193403644345524,10.558021093303658,4,6.558021093303658
Craig Sword,4.90100511737616,10.55241183140189,12,-1.4475881685981093
Aaron Henry,4.766489283933625,10.212823043327901,4,6.2128230433279015
Eugene Omoruyi,4.324928405873421,10.072377403986353,8,2.072377403986353
Malik Newman,4.288531404652063,9.239970882580991,12,-2.760029117419009
MJ Walker,3.6371207167175355,8.661994989743063,0,8.661994989743063
Rob Edwards,2.8519441128786056,8.555832338635817,4,4.555832338635817
Moses Wright,3.885142106349289,8.517569432347521,4,4.517569432347521
Damyean Dotson,3.7766560296918525,8.497144674806732,8,0.49714467480673186
Cat Barber,4.062142674435927,8.124285348871854,0,8.124285348871854
Wayne Selden,3.1790353373504203,7.788387340255388,4,3.7883873402553876
Scotty Hopson,3.231907738405556,7.164501667866084,8,-0.8354983321339162
Juwan Morgan,2.8020223912601163,6.980579502477367,8,-1.019420497522633
Zylan Cheatham,2.427261048159309,6.300720135080011,0,6.300720135080011
Jay Huff,2.2752662941438935,5.916393702850054,0,5.916393702850054
Jemerrio Jones,2.9579917119321806,5.915983423864361,8,-2.084016576135639
McKinley Wright IV,2.2425244502295323,5.86495770612464,8,-2.13504229387536
DaQuan Jeffries,2.535563136221331,5.819306528076671,4,1.8193065280766714
Jaysean Paige,2.1873784606836524,5.692368054884943,0,5.692368054884943
Feron Hunt,2.7623026521889735,5.524605304377947,0,5.524605304377947
Jordan Goodwin,2.428550161907042,5.519368040197032,0,5.519368040197032
Chandler Hutchison,2.213881489391424,4.427762978782848,4,0.4277629787828481
Jarron Cumberland,1.8337864819747975,4.251462844038443,4,0.25146284403844277
Anthony Lamb,1.2971959122539105,3.891587736761731,0,3.891587736761731
JaQuori McLaughlin,1.4091956289443783,3.4779081615428824,0,3.4779081615428824
Emmanuel Mudiay,1.47676056388419,2.95352112776838,0,2.95352112776838
Ahmad Caver,1.2884860265982132,2.5769720531964264,4,-1.4230279468035736
Arnoldas Kulboka,0.7436065597864867,2.23081967935946,0,2.23081967935946
Matt Mooney,0.6998851745420879,2.0996555236262635,0,2.0996555236262635
David Johnson,0.661645920038533,1.9849377601155989,0,1.9849377601155989
Trayvon Palmer,0.9431468940454826,1.8862937880909652,0,1.8862937880909652
Tyrell Terry,0.8819481853204242,1.7638963706408484,4,-2.2361036293591514
Nate Hinton,0.8509703813768613,1.7019407627537226,0,1.7019407627537226
Jaden Springer,0.8478241913369555,1.695648382673911,4,-2.304351617326089
Jon Teske,0.779016484669946,1.558032969339892,0,1.558032969339892
Joe Johnson,0.6239509090383604,1.2479018180767207,4,-2.7520981819232793
