"Rk","Player","Player_Href","Nation","Pos","Squad","Age","Born","Mins_Per_90","Att","Live_Pass Types","Dead_Pass Types","FK_Pass Types","TB_Pass Types","Sw_Pass Types","Crs_Pass Types","TI_Pass Types","CK_Pass Types","In_Corner Kicks","Out_Corner Kicks","Str_Corner Kicks","Cmp_Outcomes","Off_Outcomes","Blocks_Outcomes","Matches","url"
500,"Vinicius Souza","/en/players/6a8a7af8/Vinicius-Souza","br BRA","MF","Sheffield Utd",24,1999,29.6,995,979,13,10,0,8,10,2,0,0,0,0,790,3,30,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
501,"Jason Steele","/en/players/28300a16/Jason-Steele","eng ENG","GK","Brighton",32,1990,17,673,607,64,10,0,1,0,0,0,0,0,0,570,2,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
502,"Raheem Sterling","/en/players/b400bde0/Raheem-Sterling","eng ENG","FW,MF","Chelsea",28,1994,22,728,716,7,0,11,1,59,6,0,0,0,0,538,5,34,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
503,"John Stones","/en/players/5eecec3d/John-Stones","eng ENG","DF,MF","Manchester City",29,1994,11.8,839,824,15,9,0,7,5,3,0,0,0,0,781,0,6,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
504,"Thomas Strakosha","/en/players/339fe0e8/Thomas-Strakosha","al ALB","GK","Brentford",28,1995,1.5,71,45,26,11,0,0,0,0,0,0,0,0,52,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
505,"Dominik Szoboszlai","/en/players/934e1968/Dominik-Szoboszlai","hu HUN","MF","Liverpool",22,2000,23.4,1550,1376,167,34,3,16,113,31,66,24,28,2,1280,7,24,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
506,"Matt Targett","/en/players/e514ab62/Matt-Targett","eng ENG","DF","Newcastle Utd",27,1995,0.9,41,38,3,0,0,0,0,3,0,0,0,0,36,0,1,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
507,"James Tarkowski","/en/players/15ea812b/James-Tarkowski","eng ENG","DF","Everton",30,1992,38,1550,1485,52,45,1,22,6,6,0,0,0,0,1195,13,10,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
508,"Jimi Tauriainen","/en/players/cac9e583/Jimi-Tauriainen","eng ENG","FW","Chelsea",19,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
509,"Nuno Tavares","/en/players/a65c844b/Nuno-Tavares","pt POR","DF","Nott'ham Forest",23,2000,5.1,274,225,48,8,0,4,16,39,1,0,1,0,201,1,7,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
510,"Marcus Tavernier","/en/players/5c0da4a4/Marcus-Tavernier","eng ENG","FW","Bournemouth",24,1999,23.5,920,790,121,25,3,8,116,35,59,45,2,1,658,9,27,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
511,"Charlie Taylor","/en/players/cc2d7ad5/Charlie-Taylor","eng ENG","DF","Burnley",29,1993,25.9,1312,1099,206,14,0,7,71,192,0,0,0,0,995,7,28,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
512,"Kenny Tete","/en/players/77d7c96f/Kenny-Tete","nl NED","DF","Fulham",27,1995,9.6,523,438,84,7,1,0,23,77,0,0,0,0,418,1,13,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
513,"Luke Thomas","/en/players/fc027d02/Luke-Thomas","eng ENG","DF","Sheffield Utd",22,2001,10.2,319,287,32,1,0,0,13,31,0,0,0,0,234,0,14,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
514,"Youri Tielemans","/en/players/56f7a928/Youri-Tielemans","be BEL","MF,FW","Aston Villa",26,1997,18,949,891,54,14,17,3,31,7,18,12,3,0,789,4,21,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
515,"Jurriën Timber","/en/players/41034650/Jurrien-Timber","nl NED","DF","Arsenal",22,2001,0.8,74,67,7,1,0,1,1,6,0,0,0,0,66,0,2,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
516,"Harry Toffolo","/en/players/a105d46a/Harry-Toffolo","eng ENG","DF","Nott'ham Forest",27,1995,16.2,590,465,125,15,0,0,47,97,13,11,1,0,424,0,15,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
517,"Takehiro Tomiyasu","/en/players/b3af9be1/Takehiro-Tomiyasu","jp JPN","DF","Arsenal",24,1998,12.8,697,615,80,7,2,2,14,73,0,0,0,0,574,2,11,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
518,"James Tomkins","/en/players/e7ca0439/James-Tomkins","eng ENG","DF","Crystal Palace",34,1989,0.1,21,21,0,0,0,0,0,0,0,0,0,0,18,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
519,"Sandro Tonali","/en/players/0db169ae/Sandro-Tonali","it ITA","MF","Newcastle Utd",23,2000,4.9,280,276,4,0,0,5,11,2,2,0,2,0,241,0,3,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
520,"Ivan Toney","/en/players/e09f279b/Ivan-Toney","eng ENG","FW","Brentford",27,1996,16.1,426,395,23,8,5,0,22,8,2,0,0,0,228,8,22,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
521,"Pau Torres","/en/players/532e1e4f/Pau-Torres","es ESP","DF","Aston Villa",26,1997,27.4,1788,1663,120,79,1,26,8,5,0,0,0,0,1562,5,9,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
522,"Andros Townsend","/en/players/b28bbd58/Andros-Townsend","eng ENG","MF,FW","Luton Town",32,1991,13.4,432,402,28,4,1,10,74,7,8,7,0,0,304,2,22,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
523,"James Trafford","/en/players/259fea27/James-Trafford","eng ENG","GK","Burnley",20,2002,28,1541,1203,327,129,1,5,0,0,0,0,0,0,1009,11,5,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
524,"Adama Traoré","/en/players/9a28eba4/Adama-Traore","es ESP","FW,MF","Fulham",27,1996,4.2,139,137,2,0,0,1,26,2,0,0,0,0,97,0,7,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
525,"Bénie Traoré","/en/players/77816c91/Benie-Traore","ci CIV","FW,MF","Sheffield Utd",20,2002,4.3,71,65,5,0,2,0,3,0,0,0,0,0,55,1,4,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
526,"Bertrand Traoré","/en/players/c47541e0/Bertrand-Traore","bf BFA","DF,FW","Aston Villa",27,1995,0.1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
527,"Boubacar Traoré","/en/players/999ceb5f/Boubacar-Traore","ml MLI","MF","Wolves",21,2001,9.1,455,444,10,4,0,2,6,5,0,0,0,0,383,1,7,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
528,"Mark Travers","/en/players/fe558029/Mark-Travers","ie IRL","GK","Bournemouth",24,1999,4,118,76,42,16,0,0,0,0,0,0,0,0,67,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
529,"Mike Trésor","/en/players/b2a81fc6/Mike-Tresor","be BEL","FW,MF","Burnley",24,1999,4.7,180,156,24,3,0,0,32,2,19,5,11,0,120,0,9,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
530,"Kieran Trippier","/en/players/21512407/Kieran-Trippier","eng ENG","DF","Newcastle Utd",32,1990,24.8,2130,1705,418,109,1,12,212,197,112,42,38,8,1624,7,42,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
531,"Leandro Trossard","/en/players/38ceb24a/Leandro-Trossard","be BEL","FW,MF","Arsenal",28,1994,18.3,673,625,46,6,8,2,57,8,24,22,0,0,494,2,30,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
532,"Auston Trusty","/en/players/cddf767b/Auston-Trusty","us USA","DF","Sheffield Utd",24,1998,28.6,918,840,76,7,0,0,5,68,0,0,0,0,700,2,11,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
533,"Kostas Tsimikas","/en/players/f315ca93/Kostas-Tsimikas","gr GRE","DF","Liverpool",27,1996,7.5,500,389,110,14,0,1,72,67,29,7,22,0,383,1,10,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
534,"Matt Turner","/en/players/4a51ba65/Matt-Turner","us USA","GK","Nott'ham Forest",29,1994,17,578,373,199,63,0,0,0,0,0,0,0,0,398,6,2,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
535,"Destiny Udogie","/en/players/7cd520e8/Destiny-Udogie","it ITA","DF","Tottenham",20,2002,26.6,1440,1212,225,24,0,0,22,201,0,0,0,0,1235,3,42,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
536,"Lesley Ugochukwu","/en/players/1df4a109/Lesley-Ugochukwu","fr FRA","MF","Chelsea",19,2004,3.3,183,183,0,0,0,1,0,0,0,0,0,0,155,0,2,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
537,"Enes Ünal","/en/players/f8eca1b6/Enes-Unal","tr TUR","FW,MF","Bournemouth",26,1997,3.6,75,68,7,1,0,0,3,0,0,0,0,0,55,0,5,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
538,"Virgil van Dijk","/en/players/e06683ca/Virgil-van-Dijk","nl NED","DF","Liverpool",32,1991,35.3,2887,2712,173,80,0,21,0,13,0,0,0,0,2640,2,6,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
539,"Raphaël Varane","/en/players/9f8e9423/Raphael-Varane","fr FRA","DF","Manchester Utd",30,1993,15.3,781,708,69,24,1,0,0,3,0,0,0,0,694,4,4,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
540,"Alejo Véliz","/en/players/3f7bafbe/Alejo-Veliz","ar ARG","FW","Tottenham",19,2003,0.6,10,8,2,0,0,0,0,0,0,0,0,0,5,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
541,"Joël Veltman","/en/players/dad4b285/Joel-Veltman","nl NED","DF","Brighton",31,1992,17.6,906,786,118,35,2,0,11,83,0,0,0,0,758,2,16,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
542,"Micky van de Ven","/en/players/8fe2a392/Micky-van-de-Ven","nl NED","DF","Tottenham",22,2001,26,1810,1707,100,48,0,1,3,21,0,0,0,0,1698,3,5,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
543,"Bart Verbruggen","/en/players/cf134113/Bart-Verbruggen","nl NED","GK","Brighton",20,2002,21,862,771,90,17,0,0,0,1,0,0,0,0,753,1,1,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
544,"Guglielmo Vicario","/en/players/77d6fd4d/Guglielmo-Vicario","it ITA","GK","Tottenham",26,1996,38,1569,1272,292,91,0,0,0,0,0,0,0,0,1335,5,1,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
545,"Fabio Vieira","/en/players/6412cc03/Fabio-Vieira","pt POR","MF,FW","Arsenal",23,2000,3.3,150,137,12,3,3,2,15,0,8,3,0,0,122,1,1,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
546,"Carlos Vinícius","/en/players/8b529245/Carlos-Vinicius","br BRA","FW","Fulham",28,1995,3.5,62,61,1,0,0,0,1,0,0,0,0,0,46,0,1,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
547,"Vitinho","/en/players/9295dc1c/Vitinho","br BRA","DF,MF","Burnley",24,1999,25.7,994,804,186,8,4,1,56,178,0,0,0,0,715,4,28,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
548,"Odisseas Vlachodimos","/en/players/03df04ff/Odisseas-Vlachodimos","gr GRE","GK","Nott'ham Forest",29,1994,5,176,119,55,11,0,0,0,0,0,0,0,0,141,2,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
549,"Kyle Walker","/en/players/86dd77d1/Kyle-Walker","eng ENG","DF","Manchester City",33,1990,30.7,2404,2162,241,33,6,20,59,208,0,0,0,0,2128,1,31,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
550,"Aaron Wan-Bissaka","/en/players/9e525177/Aaron-Wan-Bissaka","eng ENG","DF","Manchester Utd",25,1997,19.8,986,839,145,7,0,1,14,138,0,0,0,0,823,2,27,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
551,"Joel Ward","/en/players/8a7ff278/Joel-Ward","eng ENG","DF","Crystal Palace",33,1989,22,944,804,139,21,1,3,22,118,0,0,0,0,715,1,21,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
552,"James Ward-Prowse","/en/players/3515d404/James-Ward-Prowse","eng ENG","MF","West Ham",28,1994,33.3,1672,1422,242,80,2,16,189,3,119,64,53,0,1386,8,19,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
553,"Lewis Warrington","/en/players/8e633970/Lewis-Warrington","eng ENG","FW","Everton",20,2002,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
554,"Deivid Washington","/en/players/95bd120d/Deivid-Washington","br BRA","DF,FW","Chelsea",18,2005,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
555,"Ollie Watkins","/en/players/aed3a70f/Ollie-Watkins","eng ENG","FW","Aston Villa",27,1995,35.7,609,586,21,1,5,1,13,4,0,0,0,0,459,2,17,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
556,"Adam Webster","/en/players/c40b6180/Adam-Webster","eng ENG","DF","Brighton",28,1995,12.7,1096,1063,31,23,1,4,1,7,0,0,0,0,997,2,2,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
557,"Danny Welbeck","/en/players/ce5143da/Danny-Welbeck","eng ENG","FW,MF","Brighton",32,1990,18.8,515,490,21,1,4,1,3,2,0,0,0,0,423,4,22,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
558,"Timo Werner","/en/players/49fe9070/Timo-Werner","de GER","FW","Tottenham",27,1996,9,366,349,16,2,2,0,28,14,0,0,0,0,281,1,16,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
559,"Adam Wharton","/en/players/4b542852/Adam-Wharton","eng ENG","MF","Crystal Palace",19,2004,14.4,596,553,34,13,3,2,25,0,15,7,4,0,464,9,11,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
560,"Ethan Wheatley","/en/players/5c368c88/Ethan-Wheatley","eng ENG","FW","Manchester Utd",17,2006,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
561,"Ben White","/en/players/35e413f1/Ben-White","eng ENG","DF","Arsenal",25,1997,33.2,2177,1922,251,46,5,11,57,205,0,0,0,0,1828,4,21,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
562,"Joe White","/en/players/d60c03a9/Joe-White","eng ENG","MF","Newcastle Utd",20,2002,0.1,12,12,0,0,0,0,0,0,0,0,0,0,11,0,1,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
563,"Neco Williams","/en/players/dd323728/Neco-Williams","wls WAL","DF","Nott'ham Forest",22,2001,18.2,785,642,138,18,0,2,68,115,4,0,4,0,519,5,34,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
564,"Willian","/en/players/8b9ebd03/Willian","br BRA","FW","Fulham",34,1988,22.8,1145,1081,59,17,8,14,75,6,36,11,14,0,932,5,20,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
565,"Joe Willock","/en/players/a3b03921/Joe-Willock","eng ENG","MF","Newcastle Utd",23,1999,4.7,164,158,5,1,1,2,6,4,0,0,0,0,136,1,3,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
566,"Callum Wilson","/en/players/c596fcb0/Callum-Wilson","eng ENG","FW","Newcastle Utd",31,1992,11,163,152,11,0,2,2,3,2,0,0,0,0,105,0,17,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
567,"Harry Wilson","/en/players/c6dc9ecd/Harry-Wilson","wls WAL","FW","Fulham",26,1997,18,632,591,38,13,3,9,42,5,19,7,6,0,478,3,21,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
568,"Yoane Wissa","/en/players/2500cef9/Yoane-Wissa","cd COD","FW","Brentford",26,1996,27.7,462,444,17,1,3,3,21,0,2,0,0,0,327,1,19,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
569,"Chris Wood","/en/players/4e9a0555/Chris-Wood","nz NZL","FW","Nott'ham Forest",31,1991,20.1,433,429,4,0,1,1,2,0,0,0,0,0,278,0,12,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
570,"Cauley Woodrow","/en/players/d3085b49/Cauley-Woodrow","eng ENG","FW,MF","Luton Town",28,1994,4.7,152,145,6,0,0,0,10,2,3,0,2,0,110,1,7,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
571,"Joe Worrall","/en/players/a5212312/Joe-Worrall","eng ENG","DF","Nott'ham Forest",26,1997,4.9,164,157,7,4,0,1,0,3,0,0,0,0,138,0,1,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
572,"Yehor Yarmoliuk","/en/players/907a5d7c/Yehor-Yarmoliuk","ua UKR","MF","Brentford",19,2004,7.6,298,296,2,0,0,1,14,2,0,0,0,0,221,0,11,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
573,"Ryan Yates","/en/players/c1fe2a48/Ryan-Yates","eng ENG","MF","Nott'ham Forest",25,1997,22.1,829,749,77,27,2,0,6,2,0,0,0,0,659,3,23,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
574,"Ashley Young","/en/players/be927d03/Ashley-Young","eng ENG","DF,MF","Everton",38,1985,25.3,1052,831,212,25,2,1,100,168,19,10,7,1,723,9,29,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
575,"Illia Zabarnyi","/en/players/88968486/Illia-Zabarnyi","ua UKR","DF","Bournemouth",20,2002,37,1805,1755,49,42,2,10,1,1,0,0,0,0,1471,1,11,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
576,"Nicolò Zaniolo","/en/players/9907b1c8/Nicolo-Zaniolo","it ITA","FW,MF","Aston Villa",24,1999,9.3,228,225,2,0,0,2,18,1,0,0,0,0,150,1,23,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
577,"Anass Zaroury","/en/players/07d65234/Anass-Zaroury","ma MAR","FW,MF","Burnley",22,2000,1.7,70,65,5,0,0,0,11,0,4,2,2,0,43,0,4,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
578,"Oleksandr Zinchenko","/en/players/51cf8561/Oleksandr-Zinchenko","ua UKR","DF","Arsenal",26,1996,19.1,1568,1395,165,46,11,5,30,119,0,0,0,0,1374,8,14,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
579,"Kurt Zouma","/en/players/ce4246f5/Kurt-Zouma","fr FRA","DF","West Ham",28,1994,31.5,1148,1096,50,39,1,28,0,3,0,0,0,0,962,2,10,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
580,"Martin Ødegaard","/en/players/79300479/Martin-Odegaard","no NOR","MF","Arsenal",24,1998,34.3,2006,1887,103,55,39,3,77,13,26,21,1,0,1692,16,38,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
