"Rk","Player","Player_Href","Nation","Pos","Squad","Age","Born","Mins_Per_90","SCA_SCA","SCA90_SCA","PassLive_SCA Types","PassDead_SCA Types","TO_SCA Types","Sh_SCA Types","Fld_SCA Types","Def_SCA Types","GCA_GCA","GCA90_GCA","PassLive_GCA Types","PassDead_GCA Types","TO_GCA Types","Sh_GCA Types","Fld_GCA Types","Def_GCA Types","Matches","url"
489,"Bernardo Silva","/en/players/3eb22ec9/Bernardo-Silva","pt POR","MF,FW","Manchester City",28,1994,28.6,130,4.54,117,3,6,1,3,0,13,0.45,11,0,2,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
490,"Fábio Silva","/en/players/e7aa9d7c/Fabio-Silva","pt POR","FW","Wolves",21,2002,2.9,9,3.08,6,0,1,1,1,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
491,"Thiago Silva","/en/players/86e7deaf/Thiago-Silva","br BRA","DF","Chelsea",38,1984,28.1,27,0.96,25,1,0,1,0,0,4,0.14,3,0,0,1,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
492,"Luis Sinisterra","/en/players/8e16dd48/Luis-Sinisterra","co COL","FW,MF","Bournemouth",24,1999,7.8,42,5.42,27,0,9,4,0,2,3,0.39,0,0,0,3,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
493,"Oliver Skipp","/en/players/6250083a/Oliver-Skipp","eng ENG","MF,DF","Tottenham",22,2000,7.9,14,1.78,13,0,0,1,0,0,2,0.25,2,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
494,"Adam Smith","/en/players/20b104bc/Adam-Smith","eng ENG","DF","Bournemouth",32,1991,23.9,31,1.3,26,4,0,0,1,0,5,0.21,5,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
495,"Emile Smith Rowe","/en/players/17695062/Emile-Smith-Rowe","eng ENG","MF","Arsenal",23,2000,3.9,13,3.31,10,1,0,1,1,0,2,0.51,1,1,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
496,"Cédric Soares","/en/players/839c14e1/Cedric-Soares","pt POR","DF","Arsenal",31,1991,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
497,"Dominic Solanke","/en/players/e77dc3b2/Dominic-Solanke","eng ENG","FW","Bournemouth",25,1997,36.9,79,2.14,61,0,6,5,4,3,6,0.16,4,0,2,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
498,"Manor Solomon","/en/players/886f9aac/Manor-Solomon","il ISR","FW","Tottenham",24,1999,2.2,19,8.59,16,0,1,1,1,0,2,0.9,2,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
499,"Tomáš Souček","/en/players/6613c819/Tomas-Soucek","cz CZE","MF","West Ham",28,1995,31.9,42,1.32,34,1,0,4,0,3,4,0.13,4,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
500,"Vinicius Souza","/en/players/6a8a7af8/Vinicius-Souza","br BRA","MF","Sheffield Utd",24,1999,29.6,26,0.88,22,1,0,1,0,2,3,0.1,2,0,0,1,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
501,"Jason Steele","/en/players/28300a16/Jason-Steele","eng ENG","GK","Brighton",32,1990,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
502,"Raheem Sterling","/en/players/b400bde0/Raheem-Sterling","eng ENG","FW,MF","Chelsea",28,1994,22,85,3.87,55,0,15,4,7,4,14,0.64,7,0,4,0,3,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
503,"John Stones","/en/players/5eecec3d/John-Stones","eng ENG","DF,MF","Manchester City",29,1994,11.8,23,1.95,21,0,0,0,2,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
504,"Thomas Strakosha","/en/players/339fe0e8/Thomas-Strakosha","al ALB","GK","Brentford",28,1995,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
505,"Dominik Szoboszlai","/en/players/934e1968/Dominik-Szoboszlai","hu HUN","MF","Liverpool",22,2000,23.4,115,4.92,84,21,4,3,3,0,7,0.3,5,0,0,1,1,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
506,"Matt Targett","/en/players/e514ab62/Matt-Targett","eng ENG","DF","Newcastle Utd",27,1995,0.9,4,4.62,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
507,"James Tarkowski","/en/players/15ea812b/James-Tarkowski","eng ENG","DF","Everton",30,1992,38,44,1.16,38,0,1,4,0,1,3,0.08,3,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
508,"Jimi Tauriainen","/en/players/cac9e583/Jimi-Tauriainen","eng ENG","FW","Chelsea",19,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
509,"Nuno Tavares","/en/players/a65c844b/Nuno-Tavares","pt POR","DF","Nott'ham Forest",23,2000,5.1,9,1.77,8,0,1,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
510,"Marcus Tavernier","/en/players/5c0da4a4/Marcus-Tavernier","eng ENG","FW","Bournemouth",24,1999,23.5,101,4.29,72,14,5,5,4,1,9,0.38,6,2,0,0,1,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
511,"Charlie Taylor","/en/players/cc2d7ad5/Charlie-Taylor","eng ENG","DF","Burnley",29,1993,25.9,34,1.31,30,0,0,2,1,1,2,0.08,1,0,0,1,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
512,"Kenny Tete","/en/players/77d7c96f/Kenny-Tete","nl NED","DF","Fulham",27,1995,9.6,15,1.56,11,0,2,1,1,0,2,0.21,1,0,0,0,1,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
513,"Luke Thomas","/en/players/fc027d02/Luke-Thomas","eng ENG","DF","Sheffield Utd",22,2001,10.2,10,0.98,8,0,0,1,1,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
514,"Youri Tielemans","/en/players/56f7a928/Youri-Tielemans","be BEL","MF,FW","Aston Villa",26,1997,18,49,2.72,40,1,1,3,2,2,16,0.89,14,0,0,1,0,1,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
515,"Jurriën Timber","/en/players/41034650/Jurrien-Timber","nl NED","DF","Arsenal",22,2001,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
516,"Harry Toffolo","/en/players/a105d46a/Harry-Toffolo","eng ENG","DF","Nott'ham Forest",27,1995,16.2,25,1.54,16,7,0,2,0,0,4,0.25,4,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
517,"Takehiro Tomiyasu","/en/players/b3af9be1/Takehiro-Tomiyasu","jp JPN","DF","Arsenal",24,1998,12.8,17,1.33,16,0,0,1,0,0,2,0.16,2,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
518,"James Tomkins","/en/players/e7ca0439/James-Tomkins","eng ENG","DF","Crystal Palace",34,1989,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
519,"Sandro Tonali","/en/players/0db169ae/Sandro-Tonali","it ITA","MF","Newcastle Utd",23,2000,4.9,12,2.47,10,1,0,0,1,0,3,0.62,2,0,0,0,1,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
520,"Ivan Toney","/en/players/e09f279b/Ivan-Toney","eng ENG","FW","Brentford",27,1996,16.1,39,2.42,22,5,4,4,4,0,6,0.37,4,0,1,1,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
521,"Pau Torres","/en/players/532e1e4f/Pau-Torres","es ESP","DF","Aston Villa",26,1997,27.4,23,0.84,22,1,0,0,0,0,1,0.04,1,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
522,"Andros Townsend","/en/players/b28bbd58/Andros-Townsend","eng ENG","MF,FW","Luton Town",32,1991,13.4,36,2.68,24,5,3,3,1,0,6,0.45,4,0,1,1,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
523,"James Trafford","/en/players/259fea27/James-Trafford","eng ENG","GK","Burnley",20,2002,28,7,0.25,3,4,0,0,0,0,1,0.04,0,1,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
524,"Adama Traoré","/en/players/9a28eba4/Adama-Traore","es ESP","FW,MF","Fulham",27,1996,4.2,14,3.34,12,0,1,1,0,0,5,1.19,4,0,1,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
525,"Bénie Traoré","/en/players/77816c91/Benie-Traore","ci CIV","FW,MF","Sheffield Utd",20,2002,4.3,6,1.4,6,0,0,0,0,0,1,0.23,1,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
526,"Bertrand Traoré","/en/players/c47541e0/Bertrand-Traore","bf BFA","DF,FW","Aston Villa",27,1995,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
527,"Boubacar Traoré","/en/players/999ceb5f/Boubacar-Traore","ml MLI","MF","Wolves",21,2001,9.1,13,1.43,12,0,1,0,0,0,2,0.22,2,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
528,"Mark Travers","/en/players/fe558029/Mark-Travers","ie IRL","GK","Bournemouth",24,1999,4,2,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
529,"Mike Trésor","/en/players/b2a81fc6/Mike-Tresor","be BEL","FW,MF","Burnley",24,1999,4.7,10,2.14,4,5,1,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
530,"Kieran Trippier","/en/players/21512407/Kieran-Trippier","eng ENG","DF","Newcastle Utd",32,1990,24.8,101,4.07,68,28,1,0,2,2,11,0.44,7,3,0,0,0,1,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
531,"Leandro Trossard","/en/players/38ceb24a/Leandro-Trossard","be BEL","FW,MF","Arsenal",28,1994,18.3,65,3.55,46,3,7,5,4,0,6,0.33,1,1,2,0,2,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
532,"Auston Trusty","/en/players/cddf767b/Auston-Trusty","us USA","DF","Sheffield Utd",24,1998,28.6,16,0.56,11,2,1,0,0,2,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
533,"Kostas Tsimikas","/en/players/f315ca93/Kostas-Tsimikas","gr GRE","DF","Liverpool",27,1996,7.5,32,4.24,20,9,0,0,2,1,2,0.27,2,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
534,"Matt Turner","/en/players/4a51ba65/Matt-Turner","us USA","GK","Nott'ham Forest",29,1994,17,4,0.24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
535,"Destiny Udogie","/en/players/7cd520e8/Destiny-Udogie","it ITA","DF","Tottenham",20,2002,26.6,57,2.15,51,0,4,2,0,0,7,0.26,6,0,0,1,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
536,"Lesley Ugochukwu","/en/players/1df4a109/Lesley-Ugochukwu","fr FRA","MF","Chelsea",19,2004,3.3,5,1.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
537,"Enes Ünal","/en/players/f8eca1b6/Enes-Unal","tr TUR","FW,MF","Bournemouth",26,1997,3.6,12,3.28,4,0,1,5,1,1,3,0.82,1,0,0,2,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
538,"Virgil van Dijk","/en/players/e06683ca/Virgil-van-Dijk","nl NED","DF","Liverpool",32,1991,35.3,59,1.67,54,0,0,5,0,0,4,0.11,4,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
539,"Raphaël Varane","/en/players/9f8e9423/Raphael-Varane","fr FRA","DF","Manchester Utd",30,1993,15.3,16,1.05,13,1,0,2,0,0,2,0.13,2,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
540,"Alejo Véliz","/en/players/3f7bafbe/Alejo-Veliz","ar ARG","FW","Tottenham",19,2003,0.6,1,1.84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
541,"Joël Veltman","/en/players/dad4b285/Joel-Veltman","nl NED","DF","Brighton",31,1992,17.6,18,1.02,12,2,0,0,3,1,1,0.06,1,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
542,"Micky van de Ven","/en/players/8fe2a392/Micky-van-de-Ven","nl NED","DF","Tottenham",22,2001,26,11,0.42,9,0,1,0,1,0,1,0.04,0,0,1,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
543,"Bart Verbruggen","/en/players/cf134113/Bart-Verbruggen","nl NED","GK","Brighton",20,2002,21,3,0.14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
544,"Guglielmo Vicario","/en/players/77d6fd4d/Guglielmo-Vicario","it ITA","GK","Tottenham",26,1996,38,2,0.05,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
545,"Fabio Vieira","/en/players/6412cc03/Fabio-Vieira","pt POR","MF,FW","Arsenal",23,2000,3.3,12,3.64,7,1,0,1,3,0,5,1.52,1,1,0,0,3,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
546,"Carlos Vinícius","/en/players/8b529245/Carlos-Vinicius","br BRA","FW","Fulham",28,1995,3.5,9,2.57,8,0,1,0,0,0,1,0.29,1,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
547,"Vitinho","/en/players/9295dc1c/Vitinho","br BRA","DF,MF","Burnley",24,1999,25.7,44,1.71,33,2,4,3,1,1,6,0.23,5,0,0,0,1,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
548,"Odisseas Vlachodimos","/en/players/03df04ff/Odisseas-Vlachodimos","gr GRE","GK","Nott'ham Forest",29,1994,5,1,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
549,"Kyle Walker","/en/players/86dd77d1/Kyle-Walker","eng ENG","DF","Manchester City",33,1990,30.7,62,2.02,57,1,1,1,2,0,11,0.36,9,0,1,1,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
550,"Aaron Wan-Bissaka","/en/players/9e525177/Aaron-Wan-Bissaka","eng ENG","DF","Manchester Utd",25,1997,19.8,26,1.31,24,1,0,0,1,0,3,0.15,3,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
551,"Joel Ward","/en/players/8a7ff278/Joel-Ward","eng ENG","DF","Crystal Palace",33,1989,22,16,0.73,13,2,0,1,0,0,3,0.14,2,1,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
552,"James Ward-Prowse","/en/players/3515d404/James-Ward-Prowse","eng ENG","MF","West Ham",28,1994,33.3,116,3.48,57,51,1,4,1,2,16,0.48,7,7,0,2,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
553,"Lewis Warrington","/en/players/8e633970/Lewis-Warrington","eng ENG","FW","Everton",20,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
554,"Deivid Washington","/en/players/95bd120d/Deivid-Washington","br BRA","DF,FW","Chelsea",18,2005,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
555,"Ollie Watkins","/en/players/aed3a70f/Ollie-Watkins","eng ENG","FW","Aston Villa",27,1995,35.7,100,2.8,70,0,7,18,4,1,26,0.73,15,0,2,7,2,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
556,"Adam Webster","/en/players/c40b6180/Adam-Webster","eng ENG","DF","Brighton",28,1995,12.7,14,1.1,13,0,0,1,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
557,"Danny Welbeck","/en/players/ce5143da/Danny-Welbeck","eng ENG","FW,MF","Brighton",32,1990,18.8,71,3.77,52,0,3,11,5,0,7,0.37,3,0,0,2,2,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
558,"Timo Werner","/en/players/49fe9070/Timo-Werner","de GER","FW","Tottenham",27,1996,9,34,3.78,25,0,4,4,1,0,7,0.78,7,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
559,"Adam Wharton","/en/players/4b542852/Adam-Wharton","eng ENG","MF","Crystal Palace",19,2004,14.4,37,2.57,30,7,0,0,0,0,5,0.35,5,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
560,"Ethan Wheatley","/en/players/5c368c88/Ethan-Wheatley","eng ENG","FW","Manchester Utd",17,2006,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
561,"Ben White","/en/players/35e413f1/Ben-White","eng ENG","DF","Arsenal",25,1997,33.2,86,2.59,76,5,1,2,0,2,7,0.21,6,0,0,1,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
562,"Joe White","/en/players/d60c03a9/Joe-White","eng ENG","MF","Newcastle Utd",20,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
563,"Neco Williams","/en/players/dd323728/Neco-Williams","wls WAL","DF","Nott'ham Forest",22,2001,18.2,31,1.7,23,1,1,4,1,1,4,0.22,3,0,1,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
564,"Willian","/en/players/8b9ebd03/Willian","br BRA","FW","Fulham",34,1988,22.8,111,4.87,81,15,4,9,2,0,10,0.44,10,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
565,"Joe Willock","/en/players/a3b03921/Joe-Willock","eng ENG","MF","Newcastle Utd",23,1999,4.7,13,2.8,11,0,0,2,0,0,1,0.22,1,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
566,"Callum Wilson","/en/players/c596fcb0/Callum-Wilson","eng ENG","FW","Newcastle Utd",31,1992,11,22,2,12,0,4,5,1,0,4,0.36,2,0,1,1,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
567,"Harry Wilson","/en/players/c6dc9ecd/Harry-Wilson","wls WAL","FW","Fulham",26,1997,18,65,3.61,42,4,5,4,8,2,10,0.56,9,0,0,0,1,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
568,"Yoane Wissa","/en/players/2500cef9/Yoane-Wissa","cd COD","FW","Brentford",26,1996,27.7,64,2.31,43,1,4,7,7,2,10,0.36,6,0,1,1,2,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
569,"Chris Wood","/en/players/4e9a0555/Chris-Wood","nz NZL","FW","Nott'ham Forest",31,1991,20.1,44,2.19,33,0,4,7,0,0,4,0.2,1,0,3,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
570,"Cauley Woodrow","/en/players/d3085b49/Cauley-Woodrow","eng ENG","FW,MF","Luton Town",28,1994,4.7,17,3.57,13,0,1,2,1,0,2,0.42,2,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
571,"Joe Worrall","/en/players/a5212312/Joe-Worrall","eng ENG","DF","Nott'ham Forest",26,1997,4.9,3,0.62,2,0,0,1,0,0,1,0.21,1,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
572,"Yehor Yarmoliuk","/en/players/907a5d7c/Yehor-Yarmoliuk","ua UKR","MF","Brentford",19,2004,7.6,17,2.22,12,0,1,2,2,0,1,0.13,1,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
573,"Ryan Yates","/en/players/c1fe2a48/Ryan-Yates","eng ENG","MF","Nott'ham Forest",25,1997,22.1,30,1.36,22,0,0,5,3,0,4,0.18,3,0,0,1,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
574,"Ashley Young","/en/players/be927d03/Ashley-Young","eng ENG","DF,MF","Everton",38,1985,25.3,58,2.29,38,10,1,4,3,2,1,0.04,0,0,0,0,1,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
575,"Illia Zabarnyi","/en/players/88968486/Illia-Zabarnyi","ua UKR","DF","Bournemouth",20,2002,37,27,0.73,26,0,0,1,0,0,1,0.03,1,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
576,"Nicolò Zaniolo","/en/players/9907b1c8/Nicolo-Zaniolo","it ITA","FW,MF","Aston Villa",24,1999,9.3,30,3.23,20,0,2,6,1,1,3,0.32,3,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
577,"Anass Zaroury","/en/players/07d65234/Anass-Zaroury","ma MAR","FW,MF","Burnley",22,2000,1.7,2,1.18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
578,"Oleksandr Zinchenko","/en/players/51cf8561/Oleksandr-Zinchenko","ua UKR","DF","Arsenal",26,1996,19.1,67,3.5,64,1,1,1,0,0,6,0.31,5,1,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
579,"Kurt Zouma","/en/players/ce4246f5/Kurt-Zouma","fr FRA","DF","West Ham",28,1994,31.5,13,0.41,11,0,0,1,1,0,2,0.06,2,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
580,"Martin Ødegaard","/en/players/79300479/Martin-Odegaard","no NOR","MF","Arsenal",24,1998,34.3,220,6.41,178,17,8,10,6,1,23,0.67,18,2,0,2,1,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
