"Season_End_Year","Squad","Comp","Team_or_Opponent","Num_Players","Poss","Mins_Per_90","Touches_Touches","Def Pen_Touches","Def 3rd_Touches","Mid 3rd_Touches","Att 3rd_Touches","Att Pen_Touches","Live_Touches","Att_Take","Succ_Take","Succ_percent_Take","Tkld_Take","Tkld_percent_Take","Carries_Carries","TotDist_Carries","PrgDist_Carries","PrgC_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving","Url"
2025,"Valencia","La Liga","team",32,48.4,38,21876,2290,7206,9840,5033,653,21871,625,236,37.8,321,51.4,11347,59375,30877,572,414,122,534,340,13802,1328,"https://fbref.com/en/squads/dcc91a7b/2024-2025/Valencia-Stats"
2025,"Valencia","La Liga","opponent",32,51.6,38,23232,2269,7471,10614,5323,743,23223,633,252,39.8,321,50.7,12610,64537,31522,589,414,156,581,326,15181,1403,"https://fbref.com/en/squads/dcc91a7b/2024-2025/Valencia-Stats"
2025,"Valladolid","La Liga","team",38,42.8,38,19507,2681,8158,8153,3393,523,19502,624,289,46.3,266,42.6,9680,54312,27524,476,316,120,513,268,11933,976,"https://fbref.com/en/squads/17859612/2024-2025/Valladolid-Stats"
2025,"Valladolid","La Liga","opponent",38,57.2,38,24328,1805,5842,11908,6783,982,24321,616,290,47.1,276,44.8,14005,73671,39730,724,592,199,547,320,16996,1741,"https://fbref.com/en/squads/17859612/2024-2025/Valladolid-Stats"
2025,"Venezia","Serie A","team",36,45.1,38,19451,2614,7044,8341,4288,633,19445,601,248,41.3,290,48.3,10476,56455,28256,507,383,124,621,398,11442,1057,"https://fbref.com/en/squads/af5d5982/2024-2025/Venezia-Stats"
2025,"Venezia","Serie A","opponent",36,54.9,38,22914,2219,7116,10168,5872,922,22903,654,286,43.7,286,43.7,12980,66635,32620,719,506,191,627,319,14815,1376,"https://fbref.com/en/squads/af5d5982/2024-2025/Venezia-Stats"
2025,"Villarreal","La Liga","team",31,47.6,38,22112,2612,7831,9120,5352,983,22105,627,279,44.5,278,44.3,12034,63384,34540,693,503,202,560,289,14383,1510,"https://fbref.com/en/squads/2a8183b3/2024-2025/Villarreal-Stats"
2025,"Villarreal","La Liga","opponent",31,52.4,38,23983,2415,7431,10422,6344,822,23975,689,292,42.4,336,48.8,14128,70607,37444,720,563,183,519,313,16496,1586,"https://fbref.com/en/squads/2a8183b3/2024-2025/Villarreal-Stats"
2025,"Werder Bremen","Bundesliga","team",23,50,34,21493,2477,7701,9226,4721,818,21488,477,195,40.9,240,50.3,12439,58079,27735,495,347,126,493,256,13899,1343,"https://fbref.com/en/squads/62add3bf/2024-2025/Werder-Bremen-Stats"
2025,"Werder Bremen","Bundesliga","opponent",23,50.1,34,21849,2259,6824,10158,5066,781,21846,563,245,43.5,276,49,11625,56447,27051,540,396,157,499,275,14179,1323,"https://fbref.com/en/squads/62add3bf/2024-2025/Werder-Bremen-Stats"
2025,"West Ham","Premier League","team",27,48.4,38,22887,2942,8352,9852,4896,839,22884,793,347,43.8,360,45.4,11796,59439,29684,632,394,175,492,392,14712,1214,"https://fbref.com/en/squads/7c21e445/2024-2025/West-Ham-United-Stats"
2025,"West Ham","Premier League","opponent",27,51.6,38,23805,2423,7191,10213,6620,1094,23802,605,242,40,290,47.9,13771,74244,39404,832,510,242,512,364,15670,1610,"https://fbref.com/en/squads/7c21e445/2024-2025/West-Ham-United-Stats"
2025,"Wolfsburg","Bundesliga","team",27,46.1,34,19121,2295,6603,8190,4491,725,19116,514,209,40.7,268,52.1,10180,49144,23417,489,338,131,504,215,11456,1196,"https://fbref.com/en/squads/4eaa11d7/2024-2025/Wolfsburg-Stats"
2025,"Wolfsburg","Bundesliga","opponent",27,53.9,34,21657,2121,6793,9608,5447,789,21654,580,294,50.7,246,42.4,11549,57655,29055,549,414,145,493,245,14111,1340,"https://fbref.com/en/squads/4eaa11d7/2024-2025/Wolfsburg-Stats"
2025,"Wolves","Premier League","team",32,48.1,38,22329,2578,7797,10051,4750,729,22328,731,324,44.3,315,43.1,12486,66974,34365,607,458,146,591,369,14358,1179,"https://fbref.com/en/squads/8cec06e1/2024-2025/Wolverhampton-Wanderers-Stats"
2025,"Wolves","Premier League","opponent",32,51.9,38,23658,2351,7218,10397,6274,982,23649,778,296,38,373,47.9,13159,70747,36766,767,520,234,557,428,15750,1522,"https://fbref.com/en/squads/8cec06e1/2024-2025/Wolverhampton-Wanderers-Stats"
