"Season_End_Year","Squad","Comp","Team_or_Opponent","Num_Players","Mins_Per_90","Tkl_Tackles","TklW_Tackles","Def 3rd_Tackles","Mid 3rd_Tackles","Att 3rd_Tackles","Tkl_Challenges","Att_Challenges","Tkl_percent_Challenges","Lost_Challenges","Blocks_Blocks","Sh_Blocks","Pass_Blocks","Int","Tkl+Int","Clr","Err","Url"
2025,"Newcastle Utd","Premier League","team",24,38,603,371,275,235,93,306,604,50.7,298,411,141,270,270,873,884,34,"https://fbref.com/en/squads/b2b47a98/2024-2025/Newcastle-United-Stats"
2025,"Newcastle Utd","Premier League","opponent",24,38,736,433,327,298,111,298,580,51.4,282,462,150,312,301,1037,893,44,"https://fbref.com/en/squads/b2b47a98/2024-2025/Newcastle-United-Stats"
2025,"Nice","Ligue 1","team",31,34,633,399,297,242,94,297,534,55.6,237,417,127,290,365,998,784,32,"https://fbref.com/en/squads/132ebc33/2024-2025/Nice-Stats"
2025,"Nice","Ligue 1","opponent",31,34,661,449,285,288,88,346,641,54,295,390,121,269,312,973,774,19,"https://fbref.com/en/squads/132ebc33/2024-2025/Nice-Stats"
2025,"Nott'ham Forest","Premier League","team",23,38,698,419,406,225,67,343,670,51.2,327,427,157,270,322,1020,1220,24,"https://fbref.com/en/squads/e4a775cb/2024-2025/Nottingham-Forest-Stats"
2025,"Nott'ham Forest","Premier League","opponent",23,38,557,365,252,211,94,233,492,47.4,259,356,122,234,265,822,896,37,"https://fbref.com/en/squads/e4a775cb/2024-2025/Nottingham-Forest-Stats"
2025,"Osasuna","La Liga","team",25,38,614,365,296,239,79,311,618,50.3,307,388,102,286,266,880,918,16,"https://fbref.com/en/squads/03c57e2b/2024-2025/Osasuna-Stats"
2025,"Osasuna","La Liga","opponent",25,38,572,385,297,206,69,279,539,51.8,260,377,104,273,250,822,981,18,"https://fbref.com/en/squads/03c57e2b/2024-2025/Osasuna-Stats"
2025,"Paris S-G","Ligue 1","team",28,34,619,386,242,266,111,325,607,53.5,282,360,103,257,265,884,493,19,"https://fbref.com/en/squads/e2d8892c/2024-2025/Paris-Saint-Germain-Stats"
2025,"Paris S-G","Ligue 1","opponent",28,34,722,454,419,233,70,393,757,51.9,364,420,142,278,338,1060,740,28,"https://fbref.com/en/squads/e2d8892c/2024-2025/Paris-Saint-Germain-Stats"
2025,"Parma","Serie A","team",32,38,523,293,267,201,55,242,484,50,242,434,153,281,279,802,977,21,"https://fbref.com/en/squads/eab4234c/2024-2025/Parma-Stats"
2025,"Parma","Serie A","opponent",32,38,573,354,293,216,64,276,525,52.6,249,330,112,218,279,852,739,13,"https://fbref.com/en/squads/eab4234c/2024-2025/Parma-Stats"
2025,"RB Leipzig","Bundesliga","team",29,34,543,333,248,222,73,258,525,49.1,267,500,156,344,268,811,990,29,"https://fbref.com/en/squads/acbb6a5b/2024-2025/RB-Leipzig-Stats"
2025,"RB Leipzig","Bundesliga","opponent",29,34,572,329,249,241,82,260,521,49.9,261,443,111,332,298,870,869,21,"https://fbref.com/en/squads/acbb6a5b/2024-2025/RB-Leipzig-Stats"
2025,"Rayo Vallecano","La Liga","team",26,38,626,396,328,218,80,309,664,46.5,355,443,128,315,334,960,973,22,"https://fbref.com/en/squads/98e8af82/2024-2025/Rayo-Vallecano-Stats"
2025,"Rayo Vallecano","La Liga","opponent",26,38,631,398,284,263,84,304,590,51.5,286,465,128,337,314,945,1004,24,"https://fbref.com/en/squads/98e8af82/2024-2025/Rayo-Vallecano-Stats"
2025,"Real Madrid","La Liga","team",30,38,586,359,294,209,83,264,486,54.3,222,353,105,248,331,917,633,19,"https://fbref.com/en/squads/53a2f082/2024-2025/Real-Madrid-Stats"
2025,"Real Madrid","La Liga","opponent",30,38,674,408,401,183,90,384,796,48.2,412,454,171,283,333,1007,824,24,"https://fbref.com/en/squads/53a2f082/2024-2025/Real-Madrid-Stats"
2025,"Real Sociedad","La Liga","team",31,38,649,401,309,244,96,308,579,53.2,271,428,120,308,283,932,913,21,"https://fbref.com/en/squads/e31d1cd9/2024-2025/Real-Sociedad-Stats"
2025,"Real Sociedad","La Liga","opponent",31,38,604,377,306,219,79,307,602,51,295,401,99,302,292,896,1003,14,"https://fbref.com/en/squads/e31d1cd9/2024-2025/Real-Sociedad-Stats"
2025,"Reims","Ligue 1","team",34,34,558,359,313,174,71,285,551,51.7,266,392,145,247,289,847,958,20,"https://fbref.com/en/squads/7fdd64e0/2024-2025/Reims-Stats"
2025,"Reims","Ligue 1","opponent",34,34,616,371,283,233,100,312,591,52.8,279,332,122,210,270,886,823,9,"https://fbref.com/en/squads/7fdd64e0/2024-2025/Reims-Stats"
2025,"Rennes","Ligue 1","team",35,34,596,363,282,234,80,296,510,58,214,350,96,254,337,933,739,14,"https://fbref.com/en/squads/b3072e00/2024-2025/Rennes-Stats"
2025,"Rennes","Ligue 1","opponent",35,34,671,411,333,241,97,327,597,54.8,270,376,111,265,356,1027,774,18,"https://fbref.com/en/squads/b3072e00/2024-2025/Rennes-Stats"
2025,"Roma","Serie A","team",28,38,551,328,233,236,82,224,439,51,215,329,110,219,282,833,746,16,"https://fbref.com/en/squads/cf74a709/2024-2025/Roma-Stats"
2025,"Roma","Serie A","opponent",28,38,549,328,278,202,69,266,476,55.9,210,398,150,248,261,810,838,19,"https://fbref.com/en/squads/cf74a709/2024-2025/Roma-Stats"
2025,"Saint-Étienne","Ligue 1","team",32,34,581,382,291,216,74,296,594,49.8,298,404,135,269,328,909,854,26,"https://fbref.com/en/squads/d298ef2c/2024-2025/Saint-Etienne-Stats"
2025,"Saint-Étienne","Ligue 1","opponent",32,34,603,402,302,199,102,294,533,55.2,239,340,104,236,317,920,634,15,"https://fbref.com/en/squads/d298ef2c/2024-2025/Saint-Etienne-Stats"
2025,"Sevilla","La Liga","team",35,38,648,390,321,240,87,312,563,55.4,251,368,88,280,367,1015,931,17,"https://fbref.com/en/squads/ad2be733/2024-2025/Sevilla-Stats"
2025,"Sevilla","La Liga","opponent",35,38,651,375,306,260,85,320,659,48.6,339,385,110,275,283,934,890,22,"https://fbref.com/en/squads/ad2be733/2024-2025/Sevilla-Stats"
2025,"Southampton","Premier League","team",36,38,652,378,310,266,76,280,584,47.9,304,433,201,232,305,957,988,51,"https://fbref.com/en/squads/33c895d4/2024-2025/Southampton-Stats"
2025,"Southampton","Premier League","opponent",36,38,688,405,257,294,137,333,645,51.6,312,359,124,235,311,999,753,11,"https://fbref.com/en/squads/33c895d4/2024-2025/Southampton-Stats"
2025,"St. Pauli","Bundesliga","team",28,34,537,315,256,217,64,266,511,52.1,245,391,87,304,257,794,915,21,"https://fbref.com/en/squads/54864664/2024-2025/St-Pauli-Stats"
2025,"St. Pauli","Bundesliga","opponent",28,34,463,275,214,196,53,201,380,52.9,179,380,125,255,244,707,908,28,"https://fbref.com/en/squads/54864664/2024-2025/St-Pauli-Stats"
2025,"Strasbourg","Ligue 1","team",30,34,537,335,256,213,68,257,459,56,202,376,111,265,282,819,899,17,"https://fbref.com/en/squads/c0d3eab4/2024-2025/Strasbourg-Stats"
2025,"Strasbourg","Ligue 1","opponent",30,34,567,366,247,217,103,304,586,51.9,282,324,90,234,312,879,612,25,"https://fbref.com/en/squads/c0d3eab4/2024-2025/Strasbourg-Stats"
2025,"Stuttgart","Bundesliga","team",29,34,477,282,197,199,81,254,476,53.4,222,401,104,297,298,775,777,20,"https://fbref.com/en/squads/598bc722/2024-2025/Stuttgart-Stats"
2025,"Stuttgart","Bundesliga","opponent",29,34,584,347,298,231,55,272,536,50.7,264,379,125,254,303,887,887,14,"https://fbref.com/en/squads/598bc722/2024-2025/Stuttgart-Stats"
2025,"Torino","Serie A","team",31,38,468,261,217,181,70,232,437,53.1,205,338,133,205,278,746,882,21,"https://fbref.com/en/squads/105360fe/2024-2025/Torino-Stats"
2025,"Torino","Serie A","opponent",31,38,508,293,219,218,71,236,405,58.3,169,334,115,219,289,797,887,22,"https://fbref.com/en/squads/105360fe/2024-2025/Torino-Stats"
2025,"Tottenham","Premier League","team",31,38,661,414,285,271,105,296,598,49.5,302,448,159,289,322,983,821,41,"https://fbref.com/en/squads/361ca564/2024-2025/Tottenham-Hotspur-Stats"
2025,"Tottenham","Premier League","opponent",31,38,851,548,402,336,113,425,733,58,308,509,137,372,391,1242,903,36,"https://fbref.com/en/squads/361ca564/2024-2025/Tottenham-Hotspur-Stats"
2025,"Toulouse","Ligue 1","team",27,34,605,364,264,253,88,318,608,52.3,290,341,103,238,281,886,775,15,"https://fbref.com/en/squads/3f8c4b5f/2024-2025/Toulouse-Stats"
2025,"Toulouse","Ligue 1","opponent",27,34,617,398,283,273,61,306,583,52.5,277,354,100,254,298,915,869,25,"https://fbref.com/en/squads/3f8c4b5f/2024-2025/Toulouse-Stats"
2025,"Udinese","Serie A","team",31,38,562,346,276,217,69,279,508,54.9,229,396,139,257,302,864,909,27,"https://fbref.com/en/squads/04eea015/2024-2025/Udinese-Stats"
2025,"Udinese","Serie A","opponent",31,38,589,350,275,238,76,294,575,51.1,281,326,109,217,270,859,887,15,"https://fbref.com/en/squads/04eea015/2024-2025/Udinese-Stats"
2025,"Union Berlin","Bundesliga","team",28,34,537,318,266,223,48,270,507,53.3,237,409,110,299,312,849,1046,13,"https://fbref.com/en/squads/7a41008f/2024-2025/Union-Berlin-Stats"
2025,"Union Berlin","Bundesliga","opponent",28,34,500,289,230,200,70,214,386,55.4,172,394,104,290,250,750,940,21,"https://fbref.com/en/squads/7a41008f/2024-2025/Union-Berlin-Stats"
2025,"Valencia","La Liga","team",32,38,647,415,340,228,79,321,573,56,252,366,96,270,302,949,953,19,"https://fbref.com/en/squads/dcc91a7b/2024-2025/Valencia-Stats"
2025,"Valencia","La Liga","opponent",32,38,661,388,292,291,78,321,557,57.6,236,409,96,313,293,954,902,19,"https://fbref.com/en/squads/dcc91a7b/2024-2025/Valencia-Stats"
2025,"Valladolid","La Liga","team",38,38,596,357,342,204,50,276,566,48.8,290,450,160,290,311,907,944,29,"https://fbref.com/en/squads/17859612/2024-2025/Valladolid-Stats"
2025,"Valladolid","La Liga","opponent",38,38,534,329,189,251,94,266,555,47.9,289,303,84,219,211,745,731,16,"https://fbref.com/en/squads/17859612/2024-2025/Valladolid-Stats"
2025,"Venezia","Serie A","team",36,38,605,361,319,202,84,286,572,50,286,439,145,294,279,884,921,25,"https://fbref.com/en/squads/af5d5982/2024-2025/Venezia-Stats"
2025,"Venezia","Serie A","opponent",36,38,688,420,284,296,108,290,538,53.9,248,361,104,257,304,992,823,22,"https://fbref.com/en/squads/af5d5982/2024-2025/Venezia-Stats"
2025,"Villarreal","La Liga","team",31,38,649,396,333,236,80,336,628,53.5,292,426,131,295,281,930,922,21,"https://fbref.com/en/squads/2a8183b3/2024-2025/Villarreal-Stats"
2025,"Villarreal","La Liga","opponent",31,38,567,349,283,189,95,278,557,49.9,279,399,120,279,297,864,821,22,"https://fbref.com/en/squads/2a8183b3/2024-2025/Villarreal-Stats"
2025,"Werder Bremen","Bundesliga","team",23,34,551,321,245,240,66,276,521,53,245,454,144,310,315,866,851,27,"https://fbref.com/en/squads/62add3bf/2024-2025/Werder-Bremen-Stats"
2025,"Werder Bremen","Bundesliga","opponent",23,34,496,306,218,202,76,240,435,55.2,195,440,122,318,317,813,873,18,"https://fbref.com/en/squads/62add3bf/2024-2025/Werder-Bremen-Stats"
2025,"West Ham","Premier League","team",27,38,654,388,317,253,84,290,532,54.5,242,440,169,271,331,985,1037,28,"https://fbref.com/en/squads/7c21e445/2024-2025/West-Ham-United-Stats"
2025,"West Ham","Premier League","opponent",27,38,752,435,322,310,120,360,707,50.9,347,431,144,287,298,1050,836,23,"https://fbref.com/en/squads/7c21e445/2024-2025/West-Ham-United-Stats"
2025,"Wolfsburg","Bundesliga","team",27,34,491,301,257,175,59,246,540,45.6,294,435,133,302,312,803,977,19,"https://fbref.com/en/squads/4eaa11d7/2024-2025/Wolfsburg-Stats"
2025,"Wolfsburg","Bundesliga","opponent",27,34,483,289,241,163,79,268,477,56.2,209,420,118,302,309,792,828,29,"https://fbref.com/en/squads/4eaa11d7/2024-2025/Wolfsburg-Stats"
2025,"Wolves","Premier League","team",32,38,801,471,412,305,84,373,669,55.8,296,437,137,300,298,1099,947,25,"https://fbref.com/en/squads/8cec06e1/2024-2025/Wolverhampton-Wanderers-Stats"
2025,"Wolves","Premier League","opponent",32,38,684,422,277,300,107,315,639,49.3,324,392,110,282,308,992,805,38,"https://fbref.com/en/squads/8cec06e1/2024-2025/Wolverhampton-Wanderers-Stats"
