"Season_End_Year","Squad","Comp","Team_or_Opponent","Num_Players","Mins_Per_90","GA_Goals","PKA_Goals","FK_Goals","CK_Goals","OG_Goals","PSxG_Expected","PSxG_per_SoT_Expected","PSxG+_per__minus__Expected","_per_90_Expected","Cmp_Launched","Att_Launched","Cmp_percent_Launched","Att (GK)_Passes","Thr_Passes","Launch_percent_Passes","AvgLen_Passes","Att_Goal","Launch_percent_Goal","AvgLen_Goal","Opp_Crosses","Stp_Crosses","Stp_percent_Crosses","#OPA_Sweeper","#OPA_per_90_Sweeper","AvgDist_Sweeper","Url"
2025,"Alavés","La Liga","team",3,38,48,11,2,4,2,46,0.29,0,0,361,877,41.2,869,82,71.5,43,307,83.4,58.6,552,36,6.5,31,0.82,8.9,"https://fbref.com/en/squads/8d6fd021/2024-2025/Alaves-Stats"
2025,"Alavés","La Liga","opponent",3,38,38,9,0,4,0,43.8,0.27,5.8,0.15,207,550,37.6,1023,198,39.2,35.7,302,49.3,41,621,48,7.7,51,1.34,14.8,"https://fbref.com/en/squads/8d6fd021/2024-2025/Alaves-Stats"
2025,"Angers","Ligue 1","team",2,34,53,4,0,7,0,65.9,0.34,12.9,0.38,146,446,32.7,762,184,39,39,283,52.7,42.1,551,49,8.9,22,0.65,16.8,"https://fbref.com/en/squads/69236f98/2024-2025/Angers-Stats"
2025,"Angers","Ligue 1","opponent",2,34,32,5,2,4,1,32.8,0.29,1.8,0.05,88,221,39.8,831,161,20.8,28.4,201,23.9,27.2,460,39,8.5,29,0.85,13.4,"https://fbref.com/en/squads/69236f98/2024-2025/Angers-Stats"
2025,"Arsenal","Premier League","team",1,38,34,3,2,8,0,35.1,0.28,1.1,0.03,149,478,31.2,1210,178,31.2,29.9,200,50,38.6,402,53,13.2,66,1.74,17.2,"https://fbref.com/en/squads/18bb7c10/2024-2025/Arsenal-Stats"
2025,"Arsenal","Premier League","opponent",1,38,69,2,0,12,2,61.5,0.35,-5.5,-0.14,215,661,32.5,1123,116,44.9,37.7,309,50.8,39.1,602,33,5.5,33,0.87,11.8,"https://fbref.com/en/squads/18bb7c10/2024-2025/Arsenal-Stats"
2025,"Aston Villa","Premier League","team",2,38,51,2,1,2,0,52.1,0.32,1.1,0.03,181,474,38.2,1182,133,29.5,35.9,299,41.8,35.1,538,59,11,35,0.92,8.6,"https://fbref.com/en/squads/8602292d/2024-2025/Aston-Villa-Stats"
2025,"Aston Villa","Premier League","opponent",2,38,58,3,0,9,2,57.7,0.33,1.7,0.04,149,380,39.2,882,167,30.6,32.4,262,42,34.2,462,40,8.7,44,1.16,13.1,"https://fbref.com/en/squads/8602292d/2024-2025/Aston-Villa-Stats"
2025,"Atalanta","Serie A","team",3,38,37,2,0,4,2,41.1,0.29,6.1,0.16,133,413,32.2,980,193,27.6,27.6,233,61.4,47.5,363,21,5.8,56,1.47,23.1,"https://fbref.com/en/squads/922493f3/2024-2025/Atalanta-Stats"
2025,"Atalanta","Serie A","opponent",3,38,78,5,0,7,2,68.3,0.34,-7.7,-0.2,245,697,35.2,1354,110,41.9,37.2,333,38.7,34.8,605,30,5,28,0.74,13,"https://fbref.com/en/squads/922493f3/2024-2025/Atalanta-Stats"
2025,"Athletic Club","La Liga","team",3,38,29,3,2,4,1,31.5,0.25,3.5,0.09,190,540,35.2,948,157,39.9,41.5,229,70.7,52.7,449,41,9.1,48,1.26,13.4,"https://fbref.com/en/squads/2b390eca/2024-2025/Athletic-Club-Stats"
2025,"Athletic Club","La Liga","opponent",3,38,54,3,0,10,1,51.7,0.31,-1.3,-0.03,228,598,38.1,1195,188,35.6,33.8,337,51.3,41.8,598,36,6,32,0.84,12.8,"https://fbref.com/en/squads/2b390eca/2024-2025/Athletic-Club-Stats"
2025,"Atlético Madrid","La Liga","team",2,38,30,5,1,3,2,25.7,0.19,-2.3,-0.06,110,286,38.5,683,194,24.3,24,323,37.2,34.9,511,30,5.9,28,0.74,11.2,"https://fbref.com/en/squads/db3b9613/2024-2025/Atletico-Madrid-Stats"
2025,"Atlético Madrid","La Liga","opponent",2,38,68,6,2,4,0,69.2,0.36,1.2,0.03,193,531,36.3,1011,164,40.1,36.3,285,44.2,38.9,505,38,7.5,52,1.37,14.6,"https://fbref.com/en/squads/db3b9613/2024-2025/Atletico-Madrid-Stats"
2025,"Augsburg","Bundesliga","team",2,34,51,5,1,5,2,50.2,0.3,1.2,0.03,212,561,37.8,966,123,40.4,35.2,295,58,44.7,554,21,3.8,44,1.29,13.3,"https://fbref.com/en/squads/0cdc4311/2024-2025/Augsburg-Stats"
2025,"Augsburg","Bundesliga","opponent",2,34,35,1,0,4,0,32.1,0.26,-2.9,-0.08,150,410,36.6,1110,150,27.8,31.2,272,37.1,35.7,446,20,4.5,36,1.06,13.9,"https://fbref.com/en/squads/0cdc4311/2024-2025/Augsburg-Stats"
2025,"Auxerre","Ligue 1","team",2,34,51,6,0,7,3,59.3,0.31,11.3,0.33,221,680,32.5,944,178,54.6,40.3,244,67.6,49.8,556,31,5.6,42,1.24,13.1,"https://fbref.com/en/squads/5ae09109/2024-2025/Auxerre-Stats"
2025,"Auxerre","Ligue 1","opponent",2,34,48,4,2,6,1,46.1,0.29,-0.9,-0.03,95,250,38,777,155,23.9,28.5,232,27.6,30.7,426,23,5.4,44,1.29,15.3,"https://fbref.com/en/squads/5ae09109/2024-2025/Auxerre-Stats"
2025,"Barcelona","La Liga","team",3,38,39,4,0,3,0,35.1,0.3,-3.9,-0.1,62,172,36,1139,181,11.9,25.1,194,19.1,27.7,356,15,4.2,158,4.16,20.2,"https://fbref.com/en/squads/206d90db/2024-2025/Barcelona-Stats"
2025,"Barcelona","La Liga","opponent",3,38,102,7,1,9,3,89.8,0.35,-9.2,-0.24,242,703,34.4,906,171,53.4,42.4,360,60.8,44.9,564,29,5.1,37,0.97,11.4,"https://fbref.com/en/squads/206d90db/2024-2025/Barcelona-Stats"
2025,"Bayern Munich","Bundesliga","team",4,34,32,1,0,4,0,29.3,0.37,-2.7,-0.08,130,306,42.5,1192,123,23,28.2,150,21.3,26.5,267,12,4.5,70,2.06,12.3,"https://fbref.com/en/squads/054efa67/2024-2025/Bayern-Munich-Stats"
2025,"Bayern Munich","Bundesliga","opponent",4,34,99,9,2,7,3,98.9,0.35,2.9,0.08,263,701,37.5,1105,139,51.6,40.7,328,39.9,33.1,499,28,5.6,11,0.32,9,"https://fbref.com/en/squads/054efa67/2024-2025/Bayern-Munich-Stats"
2025,"Betis","La Liga","team",3,38,50,4,2,8,1,49.1,0.33,0.1,0,115,376,30.6,1027,177,28.6,38,230,35.7,34.3,516,30,5.8,51,1.34,12.8,"https://fbref.com/en/squads/fc536746/2024-2025/Real-Betis-Stats"
2025,"Betis","La Liga","opponent",3,38,57,7,1,8,2,56.7,0.27,1.7,0.05,186,571,32.6,986,155,42.1,36.8,303,51.5,41.9,474,37,7.8,52,1.37,14.1,"https://fbref.com/en/squads/fc536746/2024-2025/Real-Betis-Stats"
2025,"Bochum","Bundesliga","team",2,34,68,3,3,7,0,60.8,0.37,-7.2,-0.21,347,816,42.5,1061,94,55,43.6,299,77.6,52.1,467,18,3.9,51,1.5,14.8,"https://fbref.com/en/squads/b42c6323/2024-2025/Bochum-Stats"
2025,"Bochum","Bundesliga","opponent",2,34,32,1,0,4,0,42.4,0.3,10.4,0.31,155,448,34.6,1022,149,35.8,34.6,249,32.9,31.4,509,37,7.3,43,1.26,14.1,"https://fbref.com/en/squads/b42c6323/2024-2025/Bochum-Stats"
2025,"Bologna","Serie A","team",2,38,47,2,0,3,2,40.3,0.37,-4.7,-0.12,171,467,36.6,1386,158,28.6,31.6,187,37.4,35.6,312,29,9.3,32,0.84,13,"https://fbref.com/en/squads/1d8099f8/2024-2025/Bologna-Stats"
2025,"Bologna","Serie A","opponent",2,38,57,6,0,3,1,49.3,0.25,-6.7,-0.18,272,767,35.5,1280,139,47.3,38.9,320,50.6,39.8,606,30,5,42,1.11,15.6,"https://fbref.com/en/squads/1d8099f8/2024-2025/Bologna-Stats"
