Player,KP,PrgP,Cmp_percent_Total,Pos,xA_Expected,Final_Third,PPA,xAG,Succ_Take,PrgC_Carries,CPA_Carries,Final_Third_Carries,PrgR_Receiving,Rec_Receiving,TklW_Tackles,Int,Min_Playing.Time,SCA90_SCA,PassLive_GCA,GCA90_GCA,Sh_per_90_Standard,SoT_per_90_Standard,xG_Expected,npxG_Expected,G_minus_xG_Expected,Recov,TB_Pass,Att,xG_per90,npXG_per90,Sh_per90,SoT_per90,SCA_per90,GCA_per90,PassLive_SCA_per90,TB_per90,KP_per90,PrgP_per90,PPA_per90,F3P_per90,Succ_Take_per90,PrgC_per90,CPA_per90,F3C_per90,TklW_per90,Recov_per90,PrgR_per90,Rec_per90,xA_per90,xAG_per90,Cluster,Style
Mitchel Bakker,23,57,77.8,"FW,DF",2.3,42,27,2.7,11,43,7,20,120,547,13,12,1139.0,3.13,2,0.31,1.82,0.79,3.0,3.0,0.0,46,2,641,0.23705004389815626,0.23705004389815626,1.82,0.79,3.13,0.31,0.15803336259877085,0.15803336259877085,1.8173836698858647,4.50395083406497,2.1334503950834067,3.3187006145741877,0.8691834942932397,3.3977172958735733,0.553116769095698,1.5803336259877085,1.0272168568920104,3.6347673397717295,9.482001755926252,43.22212467076383,0.18173836698858645,0.2133450395083407,5,Dribbling Playmaker
Rémy Cabella,26,77,82.4,"FW,MF",3.1,39,25,2.3,19,45,12,35,130,667,19,8,1011.0,5.33,2,0.53,2.67,0.62,4.0,4.0,-3.0,63,0,762,0.35608308605341243,0.35608308605341243,2.67,0.62,5.33,0.53,0.17804154302670622,0.0,2.314540059347181,6.85459940652819,2.225519287833828,3.4718100890207717,1.6913946587537092,4.005934718100891,1.0682492581602374,3.115727002967359,1.6913946587537092,5.6083086053412465,11.572700296735905,59.37685459940653,0.27596439169139464,0.20474777448071216,5,Dribbling Playmaker
Jonathan David,36,65,82.1,FW,3.2,29,26,4.4,20,40,20,25,184,717,8,7,2554.0,2.61,5,0.28,2.33,0.99,16.2,10.7,-0.2,66,4,686,0.5708692247454973,0.37705559906029756,2.33,0.99,2.61,0.28,0.17619420516836337,0.14095536413469067,1.2685982772122162,2.2905246671887234,0.9162098668754894,1.0219263899765074,0.7047768206734535,1.409553641346907,0.7047768206734535,0.8809710258418169,0.28191072826938135,2.325763508222396,6.483946750195771,25.266249021143306,0.11276429130775255,0.15505090054815976,0,Support Forward
Matias Fernandez-Pardo,16,26,73.0,"FW,MF",1.9,10,11,2.8,20,46,26,30,85,311,9,3,1065.0,2.54,3,0.51,1.94,1.01,2.9,2.9,1.1,35,1,307,0.24507042253521125,0.24507042253521125,1.94,1.01,2.54,0.51,0.2535211267605634,0.08450704225352113,1.352112676056338,2.1971830985915495,0.9295774647887324,0.8450704225352113,1.6901408450704225,3.887323943661972,2.1971830985915495,2.535211267605634,0.76056338028169,2.9577464788732395,7.183098591549296,26.281690140845072,0.16056338028169015,0.23661971830985915,3,Link Play Forward
Osame Sahraoui,29,89,83.9,"FW,MF",4.3,47,41,3.6,35,69,23,39,159,631,9,7,1293.0,4.66,5,0.42,1.6,0.56,2.9,2.9,0.1,58,6,614,0.20185614849187936,0.20185614849187936,1.6,0.56,4.66,0.42,0.3480278422273782,0.4176334106728538,2.0185614849187936,6.194895591647333,2.8538283062645013,3.271461716937355,2.4361948955916475,4.802784222737819,1.6009280742459397,2.71461716937355,0.6264501160092807,4.037122969837587,11.067285382830626,43.92111368909513,0.29930394431554525,0.25058004640371234,2,Elite Creator
Edon Zhegrova,16,54,76.0,"FW,MF",2.4,17,26,2.2,23,37,18,31,81,396,2,4,978.0,3.5,2,0.28,2.12,0.83,2.3,2.3,1.7,42,2,416,0.21165644171779138,0.21165644171779138,2.12,0.83,3.5,0.28,0.18404907975460125,0.18404907975460125,1.47239263803681,4.969325153374233,2.392638036809816,1.5644171779141105,2.1165644171779143,3.4049079754601226,1.6564417177914113,2.852760736196319,0.18404907975460125,3.865030674846626,7.453987730061349,36.441717791411044,0.22085889570552145,0.20245398773006137,3,Link Play Forward
Luis Díaz,56,110,84.2,FW,4.5,48,46,5.0,53,108,56,55,293,933,26,7,2399.0,4.39,13,0.6,2.66,1.13,12.0,12.0,1.0,105,2,874,0.45018757815756566,0.45018757815756566,2.66,1.13,4.39,0.6,0.4877032096706961,0.07503126302626094,2.1008753647353062,4.126719466444352,1.7257190496040018,1.8007503126302626,1.9883284701959152,4.051688203418091,2.1008753647353062,2.063359733222176,0.9754064193413922,3.9391413088786993,10.992080033347229,35.00208420175073,0.16882034180908712,0.18757815756565235,2,Elite Creator
Cody Gakpo,38,52,75.7,FW,3.8,24,27,4.4,31,59,28,34,278,677,16,12,1935.0,3.72,3,0.37,2.65,1.02,7.1,7.1,2.9,77,3,634,0.3302325581395349,0.3302325581395349,2.65,1.02,3.72,0.37,0.13953488372093023,0.13953488372093023,1.767441860465116,2.4186046511627906,1.255813953488372,1.1162790697674418,1.4418604651162792,2.744186046511628,1.3023255813953487,1.5813953488372094,0.7441860465116279,3.5813953488372094,12.930232558139535,31.48837209302326,0.17674418604651163,0.2046511627906977,3,Link Play Forward
Diogo Jota,11,34,69.7,FW,1.1,29,3,1.8,11,37,21,23,88,333,8,8,1195.0,2.79,5,0.68,3.84,0.98,7.9,7.9,-1.9,41,1,310,0.594979079497908,0.594979079497908,3.84,0.98,2.79,0.68,0.37656903765690375,0.07531380753138076,0.8284518828451883,2.560669456066946,0.22594142259414227,2.1841004184100417,0.8284518828451883,2.786610878661088,1.5815899581589958,1.7322175732217573,0.602510460251046,3.0878661087866104,6.627615062761507,25.07949790794979,0.08284518828451884,0.13556485355648537,0,Support Forward
Darwin Núñez,11,27,70.9,FW,0.5,9,3,1.3,8,23,12,19,78,248,18,4,1133.0,2.46,3,0.32,2.7,1.03,5.8,5.8,-0.8,41,1,230,0.4607237422771403,0.4607237422771403,2.7,1.03,2.46,0.32,0.23830538393645193,0.0794351279788173,0.8737864077669902,2.144748455428067,0.23830538393645193,0.7149161518093556,0.6354810238305384,1.827007943512798,0.9532215357458077,1.5092674315975285,1.4298323036187113,3.2568402471315094,6.195939982347749,19.699911738746692,0.03971756398940865,0.1032656663724625,0,Support Forward
Mohamed Salah,88,144,70.6,FW,9.1,53,93,14.2,58,154,126,59,488,1407,11,9,3371.0,4.51,20,0.72,3.23,1.33,25.2,18.2,3.8,101,19,1263,0.6727973894986651,0.4859092257490359,3.23,1.33,4.51,0.72,0.5339661821417977,0.5072678730347079,2.3494512014239097,3.8445565114209432,2.4829427469593592,1.415010382675764,1.5485019282112134,4.111539602491842,3.3639869474933253,1.575200237318303,0.2936814001779887,2.696529219816078,13.028774844259864,37.564520913675466,0.24295461287451794,0.3791159893206763,7,Ball-Dominant Star
Thiago Almada,22,97,84.9,"MF,FW",2.4,58,20,2.6,8,38,10,34,50,652,8,7,951.0,4.92,10,1.04,2.18,0.47,2.0,2.0,-1.0,56,5,748,0.1892744479495268,0.1892744479495268,2.18,0.47,4.92,1.04,0.9463722397476341,0.47318611987381703,2.082018927444795,9.17981072555205,1.8927444794952681,5.488958990536278,0.7570977917981072,3.5962145110410098,0.9463722397476341,3.217665615141956,0.7570977917981072,5.299684542586751,4.73186119873817,61.703470031545734,0.22712933753943215,0.24605678233438485,7,Ball-Dominant Star
Saïd Benrahma,14,32,72.1,"FW,MF",2.7,21,19,2.1,8,41,15,20,109,346,5,3,735.0,3.31,5,0.74,2.08,0.49,2.0,2.0,-1.0,32,1,358,0.24489795918367346,0.24489795918367346,2.08,0.49,3.31,0.74,0.6122448979591837,0.12244897959183673,1.7142857142857144,3.9183673469387754,2.326530612244898,2.571428571428571,0.9795918367346939,5.020408163265306,1.8367346938775508,2.4489795918367347,0.6122448979591837,3.9183673469387754,13.346938775510203,42.36734693877551,0.3306122448979592,0.2571428571428571,2,Elite Creator
Rayan Cherki,75,206,78.5,"FW,MF",11.7,97,77,11.1,48,106,41,91,184,1234,12,7,2041.0,6.44,15,0.88,1.98,0.84,5.0,5.0,3.0,83,22,1375,0.22048015678588925,0.22048015678588925,1.98,0.84,6.44,0.88,0.6614404703576678,0.9701126898579129,3.3072023517883387,9.083782459578638,3.3953944145026944,4.2773150416462515,2.116609505144537,4.674179323860852,1.8079372856442921,4.012738853503184,0.5291523762861342,3.659970602645762,8.113669769720724,54.41450269475747,0.5159235668789809,0.48946594806467414,7,Ball-Dominant Star
Malick Fofana,25,45,77.4,FW,4.4,20,32,3.7,24,112,39,57,205,645,11,8,1589.0,3.12,8,0.62,1.76,0.85,3.8,3.8,1.2,63,1,638,0.21522970421648835,0.21522970421648835,1.76,0.85,3.12,0.62,0.45311516677155445,0.056639395846444306,1.4159848961611075,2.5487728130899936,1.8124606670862178,1.1327879169288861,1.3593455003146633,6.343612334801763,2.208936438011328,3.2284455632473255,0.6230333543108874,3.5682819383259914,11.611076148521082,36.53241032095658,0.24921334172435494,0.20956576463184393,2,Elite Creator
Alexandre Lacazette,26,66,71.8,FW,4.9,34,25,3.4,14,24,10,11,159,572,6,8,2051.0,2.46,2,0.22,2.33,1.36,16.3,11.7,-1.3,28,4,547,0.7152608483666504,0.5134080936128718,2.33,1.36,2.46,0.22,0.08776206728425158,0.17552413456850316,1.1409068746952706,2.8961482203803026,1.0970258410531448,1.4919551438322771,0.6143344709897611,1.053144807411019,0.43881033642125794,0.4826913700633837,0.26328620185275475,1.2286689419795223,6.977084349098001,25.09995124329595,0.21501706484641642,0.14919551438322767,0,Support Forward
Georges Mikautadze,21,54,76.5,FW,3.7,21,14,4.3,17,37,21,16,140,510,6,4,1449.0,3.05,8,0.75,3.23,1.37,10.3,7.0,0.7,44,4,426,0.6397515527950312,0.43478260869565216,3.23,1.37,3.05,0.75,0.4968944099378882,0.2484472049689441,1.3043478260869565,3.3540372670807455,0.8695652173913043,1.3043478260869565,1.0559006211180124,2.298136645962733,1.3043478260869565,0.9937888198757764,0.3726708074534162,2.7329192546583854,8.695652173913043,31.677018633540374,0.2298136645962733,0.2670807453416149,1,All-Around Attacker
Ernest Nuamah,18,33,79.9,"FW,MF",1.3,11,17,1.5,22,44,18,26,131,431,11,8,1052.0,2.99,2,0.17,2.4,1.11,2.2,2.2,0.8,60,2,448,0.18821292775665402,0.18821292775665402,2.4,1.11,2.99,0.17,0.17110266159695817,0.17110266159695817,1.5399239543726235,2.8231939163498097,1.4543726235741445,0.9410646387832698,1.8821292775665397,3.7642585551330794,1.5399239543726235,2.2243346007604563,0.9410646387832698,5.133079847908745,11.20722433460076,36.872623574144484,0.11121673003802282,0.12832699619771865,3,Link Play Forward
Gift Orban,1,2,66.7,"FW,DF",0.1,1,1,0.0,2,1,1,0,12,35,0,0,687.0,0.97,0,0.0,1.94,1.45,1.2,1.2,0.8,5,0,33,0.1572052401746725,0.1572052401746725,1.94,1.45,0.97,0.0,0.0,0.0,0.13100436681222707,0.26200873362445415,0.13100436681222707,0.13100436681222707,0.26200873362445415,0.13100436681222707,0.13100436681222707,0.0,0.0,0.6550218340611353,1.5720524017467248,4.585152838427947,0.013100436681222708,0.0,8,Peripheral Forward
Mama Samba Baldé,0,1,66.7,FW,0.0,1,0,0.0,0,1,0,1,2,9,2,1,1149.0,2.73,0,0.0,2.73,0.0,0.1,0.1,-0.1,1,0,6,0.00783289817232376,0.00783289817232376,2.73,0.0,2.73,0.0,0.0,0.0,0.0,0.0783289817232376,0.0,0.0783289817232376,0.0,0.0783289817232376,0.0,0.0783289817232376,0.1566579634464752,0.0783289817232376,0.1566579634464752,0.7049608355091384,0.0,0.0,8,Peripheral Forward
Jonathan Burkardt,20,42,72.5,FW,2.7,25,16,3.1,16,32,13,26,157,562,8,1,2109.0,2.31,6,0.34,2.99,1.19,14.8,13.2,3.2,73,2,523,0.631578947368421,0.5633001422475106,2.99,1.19,2.31,0.34,0.25604551920341395,0.08534850640113797,0.8534850640113799,1.7923186344238975,0.6827880512091038,1.0668563300142246,0.6827880512091038,1.3655761024182076,0.5547652916073968,1.1095305832147937,0.3413940256045519,3.1152204836415365,6.699857752489331,23.982930298719772,0.11522048364153628,0.13229018492176386,0,Support Forward
Armindo Sieb,8,18,69.7,"FW,MF",0.6,12,8,1.1,11,28,8,7,64,238,4,1,762.0,2.0,3,0.47,3.43,0.83,2.8,2.8,-0.8,29,1,195,0.3307086614173228,0.3307086614173228,3.43,0.83,2.0,0.47,0.3543307086614173,0.11811023622047244,0.9448818897637795,2.1259842519685037,0.9448818897637795,1.4173228346456692,1.2992125984251968,3.3070866141732282,0.9448818897637795,0.8267716535433071,0.47244094488188976,3.425196850393701,7.559055118110236,28.11023622047244,0.07086614173228346,0.1299212598425197,4,Secondary Creator
Nelson Weiper,10,13,67.1,"FW,MF",0.7,12,5,1.9,10,12,5,6,62,213,4,2,704.0,2.05,2,0.26,2.81,1.53,4.1,4.1,-1.1,20,0,173,0.5241477272727272,0.5241477272727272,2.81,1.53,2.05,0.26,0.2556818181818182,0.0,1.2784090909090908,1.6619318181818183,0.6392045454545454,1.534090909090909,1.2784090909090908,1.534090909090909,0.6392045454545454,0.7670454545454545,0.5113636363636364,2.5568181818181817,7.926136363636364,27.230113636363637,0.08948863636363635,0.24289772727272727,0,Support Forward
Takuma Asano,6,20,67.6,"FW,MF",0.6,8,3,0.7,6,28,12,12,76,226,9,6,1054.0,1.88,2,0.17,2.39,0.68,2.7,2.7,-0.7,42,0,219,0.23055028462998106,0.23055028462998106,2.39,0.68,1.88,0.17,0.17077798861480076,0.0,0.5123339658444023,1.7077798861480076,0.25616698292220114,0.683111954459203,0.5123339658444023,2.390891840607211,1.0246679316888045,1.0246679316888045,0.7685009487666035,3.586337760910816,6.4895635673624295,19.297912713472485,0.051233396584440226,0.05977229601518026,8,Peripheral Forward
Sergi Darder,54,142,75.3,"MF,FW",5.3,122,33,3.7,34,37,7,58,83,1030,26,16,2744.0,3.15,5,0.23,1.18,0.3,2.1,2.1,-0.1,122,8,1302,0.06887755102040817,0.06887755102040817,1.18,0.3,3.15,0.23,0.1639941690962099,0.26239067055393583,1.771137026239067,4.6574344023323615,1.0823615160349853,4.001457725947522,1.1151603498542275,1.2135568513119535,0.22959183673469385,1.9023323615160348,0.8527696793002916,4.001457725947522,2.7223032069970845,33.78279883381924,0.1738338192419825,0.12135568513119534,5,Dribbling Playmaker
Cyle Larin,8,20,67.5,FW,0.4,11,3,1.4,8,20,9,18,95,429,6,1,1764.0,1.07,1,0.15,1.94,0.71,6.9,6.1,0.1,46,0,317,0.35204081632653067,0.3112244897959183,1.94,0.71,1.07,0.15,0.05102040816326531,0.0,0.40816326530612246,1.0204081632653061,0.15306122448979592,0.5612244897959184,0.40816326530612246,1.0204081632653061,0.4591836734693877,0.9183673469387754,0.30612244897959184,2.3469387755102042,4.846938775510204,21.887755102040817,0.020408163265306124,0.07142857142857142,8,Peripheral Forward
Vedat Muriqi,26,30,60.6,FW,1.7,23,6,2.2,9,23,10,12,103,550,5,7,2058.0,1.97,5,0.26,2.27,0.7,9.7,7.3,-2.7,49,3,487,0.4241982507288629,0.31924198250728864,2.27,0.7,1.97,0.26,0.21865889212827988,0.13119533527696792,1.1370262390670554,1.3119533527696792,0.26239067055393583,1.0058309037900874,0.3935860058309038,1.0058309037900874,0.43731778425655976,0.5247813411078717,0.21865889212827988,2.142857142857143,4.504373177842566,24.05247813411079,0.07434402332361516,0.09620991253644316,0,Support Forward
Roberto Navarro,13,51,75.5,"MF,FW",1.5,27,14,1.9,35,45,10,46,85,441,22,19,1278.0,3.1,2,0.14,1.27,0.42,2.0,2.0,-1.0,94,5,473,0.14084507042253522,0.14084507042253522,1.27,0.42,3.1,0.14,0.14084507042253522,0.35211267605633806,0.9154929577464788,3.591549295774648,0.9859154929577465,1.9014084507042253,2.464788732394366,3.1690140845070425,0.7042253521126761,3.23943661971831,1.5492957746478873,6.619718309859156,5.985915492957747,31.056338028169012,0.1056338028169014,0.13380281690140844,6,Pressing Forward
Dani Rodríguez,33,78,69.7,"MF,FW",3.4,42,17,3.1,16,37,5,38,108,611,29,12,2162.0,2.58,9,0.5,1.29,0.42,2.8,2.8,1.2,70,8,715,0.11655874190564292,0.11655874190564292,1.29,0.42,2.58,0.5,0.3746530989824237,0.3330249768732655,1.3737280296022203,3.2469935245143384,0.7076780758556892,1.7483811285846438,0.666049953746531,1.540240518038853,0.20814061054579094,1.581868640148011,1.2072155411655874,2.913968547641073,4.495837187789084,25.43478260869565,0.14153561517113783,0.12904717853839037,6,Pressing Forward
Kevin De Bruyne,57,157,75.9,"MF,FW",6.7,88,59,8.0,13,51,20,51,150,1021,9,7,1702.0,5.97,9,0.58,3.01,0.79,5.1,5.1,-1.1,64,15,1196,0.2696827262044653,0.2696827262044653,3.01,0.79,5.97,0.58,0.4759106933019977,0.7931844888366627,3.0141010575793183,8.301997649823736,3.119858989424207,4.653349001175088,0.6874265569917744,2.6968272620446534,1.0575793184488838,2.6968272620446534,0.4759106933019977,3.3842538190364277,7.931844888366627,53.989424206815514,0.35428907168037604,0.42303172737955347,7,Ball-Dominant Star
Jeremy Doku,32,69,79.1,"FW,MF",3.8,12,48,4.8,107,213,109,95,286,854,22,4,1516.0,4.69,11,0.83,1.72,0.53,1.3,1.3,1.7,63,8,762,0.07717678100263853,0.07717678100263853,1.72,0.53,4.69,0.83,0.6530343007915568,0.47493403693931396,1.8997361477572559,4.096306068601583,2.849604221635884,0.712401055408971,6.352242744063324,12.645118733509236,6.470976253298153,5.639841688654353,1.3060686015831136,3.740105540897098,16.978891820580476,50.69920844327177,0.2255936675461741,0.28496042216358836,2,Elite Creator
Phil Foden,43,103,84.1,"MF,FW",5.3,41,39,4.8,14,50,17,30,128,894,5,9,1777.0,4.46,5,0.46,2.73,0.81,5.2,5.2,1.8,61,7,941,0.26336522228474957,0.26336522228474957,2.73,0.81,4.46,0.46,0.25323579065841306,0.3545301069217782,2.1778277996623525,5.216657287563309,1.975239167135622,2.076533483398987,0.7090602138435564,2.5323579065841306,0.8610016882386043,1.5194147439504784,0.25323579065841306,3.0894766460326393,6.482836240855375,45.278559369724256,0.2684299380979178,0.24310635903207653,5,Dribbling Playmaker
Jack Grealish,24,52,87.6,"FW,MF",1.7,23,16,1.8,13,69,46,23,118,423,5,2,721.0,5.86,1,0.25,1.87,0.62,1.1,1.1,-0.1,26,0,436,0.13730929264909847,0.13730929264909847,1.87,0.62,5.86,0.25,0.12482662968099861,0.0,2.9958391123439667,6.490984743411928,1.9972260748959778,2.871012482662968,1.622746185852982,8.613037447988905,5.742024965325936,2.871012482662968,0.6241331484049931,3.245492371705964,14.729542302357837,52.80166435506241,0.21220527045769763,0.22468793342579751,2,Elite Creator
Erling Haaland,29,20,66.9,FW,2.0,10,8,3.0,13,24,23,15,124,478,6,5,2736.0,2.34,6,0.3,3.42,1.81,22.0,18.8,0.0,34,1,381,0.7236842105263157,0.618421052631579,3.42,1.81,2.34,0.3,0.19736842105263158,0.03289473684210526,0.9539473684210525,0.6578947368421052,0.2631578947368421,0.3289473684210526,0.4276315789473684,0.7894736842105263,0.756578947368421,0.4934210526315789,0.19736842105263158,1.118421052631579,4.078947368421052,15.723684210526315,0.06578947368421052,0.09868421052631579,0,Support Forward
Omar Marmoush,15,37,79.2,"FW,MF",2.1,10,29,2.8,20,29,15,20,78,361,8,6,1175.0,2.99,1,0.15,3.75,1.3,5.5,5.5,1.5,37,2,318,0.4212765957446809,0.4212765957446809,3.75,1.3,2.99,0.15,0.07659574468085106,0.15319148936170213,1.1489361702127658,2.8340425531914897,2.221276595744681,0.7659574468085106,1.5319148936170213,2.221276595744681,1.1489361702127658,1.5319148936170213,0.6127659574468085,2.8340425531914897,5.974468085106382,27.651063829787233,0.16085106382978726,0.214468085106383,1,All-Around Attacker
Sávio,46,67,80.8,"FW,MF",6.1,19,47,6.9,52,137,75,45,246,852,17,6,1766.0,5.66,10,0.76,2.8,1.07,5.0,5.0,-4.0,79,5,856,0.2548131370328426,0.2548131370328426,2.8,1.07,5.66,0.76,0.5096262740656852,0.2548131370328426,2.3442808607021517,3.4144960362400902,2.3952434881087203,0.9682899207248018,2.6500566251415627,6.981879954699886,3.822197055492639,2.2933182332955835,0.8663646659116648,4.026047565118913,12.536806342015854,43.42015855039638,0.31087202718006796,0.3516421291053228,2,Elite Creator
Bernardo Silva,53,134,86.8,"MF,FW",4.5,87,40,5.1,28,101,32,65,200,1518,37,23,2670.0,3.1,8,0.27,1.08,0.37,3.9,3.9,0.1,107,4,1783,0.13146067415730336,0.13146067415730336,1.08,0.37,3.1,0.27,0.2696629213483146,0.1348314606741573,1.7865168539325842,4.51685393258427,1.348314606741573,2.932584269662921,0.9438202247191012,3.404494382022472,1.0786516853932584,2.1910112359550564,1.247191011235955,3.6067415730337076,6.741573033707866,51.168539325842694,0.15168539325842698,0.17191011235955056,5,Dribbling Playmaker
Amad Diallo,49,60,83.8,"MF,FW",4.2,27,35,4.9,41,109,66,53,200,854,31,11,1901.0,4.59,7,0.85,2.23,0.8,4.7,4.7,3.3,109,3,949,0.22251446607048922,0.22251446607048922,2.23,0.8,4.59,0.85,0.33140452393477116,0.14203051025775906,2.319831667543398,2.8406102051551816,1.6570226196738558,1.2782745923198315,1.9410836401893738,5.16044187269858,3.1246712256706997,2.5092056812204104,1.4676486059968437,5.16044187269858,9.468700683850605,40.43135192004208,0.1988427143608627,0.23198316675433986,2,Elite Creator
Alejandro Garnacho,37,56,78.9,"MF,FW",2.8,22,25,4.5,26,141,67,72,290,888,18,13,2199.0,3.4,4,0.25,3.44,1.19,7.3,7.3,-1.3,108,2,823,0.2987721691678035,0.2987721691678035,3.44,1.19,3.4,0.25,0.1637107776261937,0.08185538881309685,1.5143246930422918,2.291950886766712,1.0231923601637107,0.9004092769440655,1.0641200545702594,5.770804911323329,2.742155525238745,2.9467939972714867,0.7366984993178717,4.42019099590723,11.869031377899045,36.343792633015006,0.11459754433833559,0.18417462482946792,3,Link Play Forward
Rasmus Højlund,16,18,74.7,FW,1.1,14,5,1.8,9,28,17,13,101,408,1,2,2004.0,1.53,0,0.04,1.44,0.58,5.3,5.3,-1.3,35,2,336,0.2380239520958084,0.2380239520958084,1.44,0.58,1.53,0.04,0.0,0.08982035928143711,0.7185628742514969,0.8083832335329341,0.2245508982035928,0.6287425149700598,0.40419161676646703,1.2574850299401197,0.7634730538922156,0.5838323353293413,0.044910179640718556,1.5718562874251496,4.5359281437125745,18.323353293413174,0.04940119760479043,0.08083832335329341,8,Peripheral Forward
Marcus Rashford,15,21,73.8,"FW,MF",1.4,13,16,2.1,9,20,12,19,79,341,4,4,978.0,2.67,1,0.09,1.47,0.83,1.7,1.7,2.3,24,6,343,0.15644171779141106,0.15644171779141106,1.47,0.83,2.67,0.09,0.09202453987730062,0.5521472392638037,1.3803680981595092,1.932515337423313,1.47239263803681,1.196319018404908,0.8282208588957056,1.8404907975460123,1.1042944785276074,1.7484662576687118,0.3680981595092025,2.208588957055215,7.269938650306749,31.380368098159508,0.12883435582822084,0.1932515337423313,4,Secondary Creator
Joshua Zirkzee,12,44,71.2,"FW,MF",1.1,26,6,1.5,11,14,4,21,69,418,8,6,1402.0,1.99,1,0.19,1.8,0.71,4.8,4.8,-1.8,57,6,410,0.30813124108416545,0.30813124108416545,1.8,0.71,1.99,0.19,0.06419400855920114,0.38516405135520687,0.7703281027104137,2.82453637660485,0.38516405135520687,1.66904422253923,0.7061340941512125,0.8987161198288159,0.25677603423680456,1.3480741797432239,0.5135520684736091,3.6590584878744647,4.429386590584879,26.833095577746075,0.07061340941512126,0.09629101283880172,4,Secondary Creator
Mason Greenwood,47,157,78.4,"FW,MF",7.8,78,70,5.7,54,126,67,71,295,1451,18,12,2804.0,3.95,15,0.61,3.56,1.44,16.3,9.1,4.7,88,13,1389,0.5231811697574893,0.2920827389443652,3.56,1.44,3.95,0.61,0.4814550641940086,0.4172610556348075,1.5085592011412268,5.0392296718972895,2.24679029957204,2.5035663338088447,1.7332382310984307,4.044222539229672,2.1504992867332384,2.2788873038516404,0.5777460770328102,2.82453637660485,9.468616262482168,46.57275320970043,0.2503566333808845,0.18295292439372324,7,Ball-Dominant Star
Luis Henrique,53,143,81.0,"DF,FW",5.0,95,47,4.2,51,84,29,55,280,1282,9,10,2613.0,3.62,15,0.52,1.03,0.48,4.2,4.2,2.8,116,2,1427,0.14466130884041334,0.14466130884041334,1.03,0.48,3.62,0.52,0.5166475315729048,0.06888633754305397,1.82548794489093,4.925373134328359,1.6188289322617682,3.272101033295063,1.7566016073478758,2.8932261768082665,0.9988518943742825,1.894374282433984,0.3099885189437428,3.99540757749713,9.644087256027555,44.15614236509759,0.17221584385763491,0.14466130884041334,5,Dribbling Playmaker
Neal Maupay,13,37,84.2,FW,1.3,15,12,2.2,6,12,7,14,81,300,4,2,1042.0,1.9,5,0.43,1.64,0.86,4.1,4.1,-0.1,21,1,297,0.3541266794625719,0.3541266794625719,1.64,0.86,1.9,0.43,0.4318618042226487,0.08637236084452975,1.1228406909788866,3.195777351247601,1.0364683301343571,1.2955854126679462,0.5182341650671786,1.0364683301343571,0.6046065259117083,1.2092130518234165,0.345489443378119,1.813819577735125,6.99616122840691,25.911708253358924,0.11228406909788868,0.19001919385796545,4,Secondary Creator
Jon Rowe,18,31,80.1,"FW,MF",2.2,8,14,4.5,20,30,11,16,96,342,11,2,807.0,4.24,4,0.78,4.01,1.67,3.5,3.5,-0.5,21,5,291,0.39033457249070636,0.39033457249070636,4.01,1.67,4.24,0.78,0.44609665427509293,0.5576208178438662,2.007434944237918,3.4572490706319705,1.5613382899628254,0.8921933085501859,2.2304832713754648,3.345724907063197,1.2267657992565055,1.7843866171003717,1.2267657992565055,2.342007434944238,10.70631970260223,38.141263940520446,0.24535315985130116,0.5018587360594795,7,Ball-Dominant Star
Samuel Chukwueze,27,36,75.8,"FW,MF",2.4,18,21,3.0,26,48,20,37,116,406,11,2,925.0,4.77,1,0.19,3.11,0.78,2.7,2.7,0.3,38,4,422,0.26270270270270274,0.26270270270270274,3.11,0.78,4.77,0.19,0.0972972972972973,0.3891891891891892,2.627027027027027,3.5027027027027025,2.0432432432432432,1.7513513513513512,2.5297297297297296,4.67027027027027,1.945945945945946,3.6,1.0702702702702702,3.697297297297297,11.286486486486487,39.502702702702706,0.23351351351351352,0.29189189189189185,2,Elite Creator
Santiago Giménez,6,6,80.6,FW,0.5,5,2,0.9,7,13,5,5,38,121,3,1,669.0,2.15,2,0.54,2.96,1.21,4.8,4.0,0.2,14,1,98,0.6457399103139013,0.5381165919282511,2.96,1.21,2.15,0.54,0.26905829596412556,0.13452914798206278,0.8071748878923767,0.8071748878923767,0.26905829596412556,0.6726457399103138,0.9417040358744395,1.748878923766816,0.6726457399103138,0.6726457399103138,0.40358744394618834,1.883408071748879,5.112107623318385,16.2780269058296,0.06726457399103139,0.1210762331838565,0,Support Forward
Alejandro Jiménez,12,37,80.1,"DF,FW",1.3,33,12,1.3,26,55,17,26,72,437,13,15,1266.0,2.42,3,0.28,1.07,0.36,0.8,0.8,-0.8,69,3,564,0.05687203791469195,0.05687203791469195,1.07,0.36,2.42,0.28,0.2132701421800948,0.2132701421800948,0.8530805687203792,2.6303317535545023,0.8530805687203792,2.3459715639810423,1.8483412322274881,3.909952606635071,1.2085308056872037,1.8483412322274881,0.9241706161137441,4.9052132701421804,5.118483412322274,31.066350710900473,0.09241706161137442,0.09241706161137442,6,Pressing Forward
