Player,KP,PrgP,Cmp_percent_Total,Pos,xA_Expected,Final_Third,PPA,xAG,Succ_Take,PrgC_Carries,CPA_Carries,Final_Third_Carries,PrgR_Receiving,Rec_Receiving,TklW_Tackles,Int,Min_Playing.Time,SCA90_SCA,PassLive_GCA,GCA90_GCA,Sh_per_90_Standard,SoT_per_90_Standard,xG_Expected,npxG_Expected,G_minus_xG_Expected,Recov,TB_Pass,Att,xG_per90,npXG_per90,Sh_per90,SoT_per90,SCA_per90,GCA_per90,PassLive_SCA_per90,TB_per90,KP_per90,PrgP_per90,PPA_per90,F3P_per90,Succ_Take_per90,PrgC_per90,CPA_per90,F3C_per90,TklW_per90,Recov_per90,PrgR_per90,Rec_per90,xA_per90,xAG_per90,Cluster,Style
Anastasios Douvikas,9,6,76.4,FW,0.7,6,1,1.1,5,8,8,8,36,134,2,1,700.0,2.95,1,0.16,2.17,0.78,2.5,2.5,-0.5,11,1,106,0.3214285714285714,0.3214285714285714,2.17,0.78,2.95,0.16,0.12857142857142856,0.12857142857142856,1.157142857142857,0.7714285714285715,0.12857142857142856,0.7714285714285715,0.6428571428571428,1.0285714285714285,1.0285714285714285,1.0285714285714285,0.2571428571428571,1.4142857142857144,4.628571428571428,17.228571428571428,0.09,0.14142857142857143,8,Peripheral Forward
Alieu Fadera,23,36,74.6,"FW,DF",1.9,14,24,4.0,26,74,32,34,160,533,47,12,1644.0,2.95,6,0.38,1.53,0.49,1.7,1.7,-0.7,95,3,591,0.09306569343065693,0.09306569343065693,1.53,0.49,2.95,0.38,0.3284671532846715,0.16423357664233576,1.2591240875912408,1.9708029197080292,1.313868613138686,0.7664233576642335,1.4233576642335768,4.051094890510949,1.7518248175182483,1.8613138686131385,2.572992700729927,5.200729927007299,8.75912408759124,29.178832116788325,0.10401459854014597,0.21897810218978103,3,Link Play Forward
Nicolás Paz,54,163,80.6,"MF,FW",3.9,116,38,6.0,69,77,16,62,171,1265,33,21,2687.0,4.82,14,0.54,3.65,1.24,9.3,8.5,-3.3,118,15,1231,0.31149981391886866,0.28470413100111647,3.65,1.24,4.82,0.54,0.46892445106066244,0.5024190547078526,1.8087085969482695,5.459620394491998,1.2727949385932267,3.8853740230740605,2.3111276516561223,2.5790844808336435,0.5359136583550428,2.076665426125791,1.1053219203572757,3.9523632303684404,5.7275772236695195,42.37067361369557,0.1306289542240417,0.20096762188314105,5,Dribbling Playmaker
Gabriel Strefezza,57,106,75.6,"FW,MF",4.1,67,29,3.9,36,80,33,42,190,1110,39,13,2619.0,3.82,4,0.14,1.99,0.72,3.7,3.7,2.3,108,8,1158,0.12714776632302405,0.12714776632302405,1.99,0.72,3.82,0.14,0.13745704467353953,0.27491408934707906,1.958762886597938,3.642611683848797,0.9965635738831614,2.302405498281787,1.2371134020618557,2.7491408934707904,1.134020618556701,1.4432989690721647,1.3402061855670102,3.711340206185567,6.529209621993127,38.144329896907216,0.14089347079037798,0.13402061855670103,5,Dribbling Playmaker
Eberechi Eze,58,97,74.2,"MF,FW",4.7,49,39,6.2,67,68,22,48,153,907,22,11,2588.0,4.69,9,0.35,3.48,0.94,10.4,8.9,-2.4,146,11,1047,0.36166924265842354,0.30950540958268935,3.48,0.94,4.69,0.35,0.31298299845440497,0.38253477588871715,2.017001545595054,3.3732612055641424,1.3562596599690881,1.7040185471406493,2.329984544049459,2.3647604327666154,0.7650695517774343,1.669242658423493,0.7650695517774343,5.077279752704791,5.320710973724884,31.541731066460585,0.1634466769706337,0.21561051004636786,3,Link Play Forward
Jean-Philippe Mateta,29,53,65.1,FW,2.3,35,16,3.2,20,45,11,21,122,540,12,2,2648.0,2.21,5,0.34,2.31,0.99,13.6,12.0,0.4,68,7,447,0.4622356495468278,0.40785498489425986,2.31,0.99,2.21,0.34,0.16993957703927492,0.2379154078549849,0.9856495468277946,1.801359516616314,0.5438066465256798,1.1895770392749243,0.6797583081570997,1.5294561933534745,0.37386706948640486,0.7137462235649547,0.40785498489425986,2.311178247734139,4.146525679758308,18.35347432024169,0.07817220543806647,0.10876132930513595,0,Support Forward
Eddie Nketiah,13,19,74.6,"FW,MF",0.9,11,5,1.7,11,41,14,25,78,294,8,3,1034.0,2.69,2,0.26,3.74,1.39,5.7,5.7,-2.7,26,2,240,0.4961315280464217,0.4961315280464217,3.74,1.39,2.69,0.26,0.17408123791102514,0.17408123791102514,1.1315280464216635,1.653771760154739,0.4352030947775629,0.9574468085106382,0.9574468085106382,3.568665377176015,1.2185686653771761,2.1760154738878144,0.6963249516441006,2.263056092843327,6.789168278529981,25.5899419729207,0.07833655705996131,0.14796905222437137,0,Support Forward
Karim Adeyemi,28,28,74.3,"FW,MF",4.1,10,19,6.0,40,68,41,36,153,465,14,7,1433.0,3.58,7,0.69,2.89,1.13,5.5,5.5,1.5,48,3,401,0.3454291695743196,0.3454291695743196,2.89,1.13,3.58,0.69,0.4396371249127704,0.1884159106769016,1.7585484996510816,1.7585484996510816,1.1933007676203768,0.628053035589672,2.512212142358688,4.27076064200977,2.575017445917655,2.2609909281228195,0.8792742498255408,3.0146545708304258,9.609211444521982,29.20446615491975,0.2575017445917655,0.3768318213538032,2,Elite Creator
Maximilian Beier,24,33,70.5,"FW,MF",2.5,13,14,3.3,22,24,9,12,124,423,16,7,1591.0,3.11,5,0.4,2.38,0.74,7.7,7.7,0.3,49,1,413,0.4355751099937146,0.4355751099937146,2.38,0.74,3.11,0.4,0.28284098051539913,0.056568196103079824,1.3576367064739159,1.866750471401634,0.7919547454431175,0.7353865493400377,1.2445003142677562,1.3576367064739159,0.5091137649277184,0.6788183532369579,0.9050911376492772,2.7718416090509113,7.0144563167818985,23.928346951602766,0.14142049025769957,0.1866750471401634,4,Secondary Creator
Yan Couto,12,68,81.1,"DF,FW",2.3,51,26,0.9,13,46,6,32,83,547,16,10,895.0,2.92,2,0.2,0.6,0.2,0.3,0.3,-0.3,55,0,723,0.030167597765363128,0.030167597765363128,0.6,0.2,2.92,0.2,0.20111731843575417,0.0,1.2067039106145252,6.837988826815643,2.6145251396648046,5.128491620111732,1.3072625698324023,4.625698324022347,0.6033519553072626,3.2178770949720668,1.6089385474860334,5.53072625698324,8.346368715083798,55.005586592178766,0.23128491620111732,0.09050279329608939,5,Dribbling Playmaker
Jamie Gittens,21,42,76.5,"FW,MF",4.1,17,24,2.5,77,113,63,56,180,653,19,10,1776.0,3.7,4,0.51,2.64,1.22,3.6,3.6,4.4,63,4,558,0.18243243243243246,0.18243243243243246,2.64,1.22,3.7,0.51,0.20270270270270271,0.20270270270270271,1.0641891891891893,2.1283783783783785,1.2162162162162162,0.8614864864864864,3.902027027027027,5.726351351351352,3.1925675675675675,2.8378378378378377,0.9628378378378378,3.1925675675675675,9.121621621621623,33.09121621621622,0.20777027027027026,0.12668918918918917,2,Elite Creator
Serhou Guirassy,25,43,72.7,FW,3.1,28,14,3.9,11,25,12,22,128,747,6,4,2598.0,1.84,5,0.35,2.98,1.14,22.7,19.6,-1.7,45,9,627,0.7863741339491916,0.6789838337182449,2.98,1.14,1.84,0.35,0.17321016166281755,0.3117782909930716,0.8660508083140878,1.4896073903002311,0.48498845265588914,0.9699769053117783,0.38106235565819857,0.8660508083140878,0.4157043879907621,0.7621247113163971,0.20785219399538105,1.5588914549653579,4.434180138568129,25.87759815242494,0.10739030023094688,0.13510392609699767,0,Support Forward
Donyell Malen,1,17,71.6,"FW,MF",0.5,6,6,0.2,11,23,17,9,75,214,0,3,614.0,1.76,3,0.44,2.79,0.88,2.9,2.9,0.1,15,1,190,0.42508143322475567,0.42508143322475567,2.79,0.88,1.76,0.44,0.43973941368078173,0.1465798045602606,0.1465798045602606,2.4918566775244297,0.8794788273615635,0.8794788273615635,1.6123778501628665,3.3713355048859937,2.4918566775244297,1.3192182410423452,0.0,2.198697068403909,10.993485342019543,31.368078175895764,0.0732899022801303,0.02931596091205212,0,Support Forward
Daniel Svensson,10,41,79.3,"DF,FW",1.3,29,11,1.2,1,11,5,6,51,358,11,5,781.0,2.3,3,0.35,0.69,0.23,0.8,0.8,0.2,31,0,497,0.09218950064020488,0.09218950064020488,0.69,0.23,2.3,0.35,0.34571062740076824,0.0,1.1523687580025608,4.724711907810499,1.267605633802817,3.3418693982074266,0.11523687580025607,1.267605633802817,0.5761843790012804,0.6914212548015365,1.267605633802817,3.5723431498079385,5.87708066581306,41.25480153649168,0.14980793854033292,0.1382842509603073,6,Pressing Forward
Fares Chaïbi,24,52,65.8,"MF,FW",2.9,31,18,2.9,7,20,4,13,73,361,9,10,1013.0,4.43,6,0.62,2.22,0.53,2.6,2.6,-1.6,30,4,462,0.23099703849950642,0.23099703849950642,2.22,0.53,4.43,0.62,0.5330700888450148,0.35538005923000987,2.1322803553800593,4.619940769990128,1.5992102665350443,2.7541954590325766,0.6219151036525173,1.7769002961500493,0.35538005923000987,1.154985192497532,0.7996051332675221,2.665350444225074,6.48568608094768,32.07305034550839,0.25765054294175715,0.25765054294175715,5,Dribbling Playmaker
Hugo Ekitike,44,53,75.5,FW,5.4,24,31,6.8,52,93,52,57,215,777,12,7,2563.0,3.55,9,0.42,4.0,1.55,21.6,19.3,-6.6,87,6,644,0.758486149044089,0.6777214202106906,4.0,1.55,3.55,0.42,0.3160358954350371,0.21069059695669137,1.5450643776824033,1.8611002731174406,1.0885680842762389,0.8427623878267655,1.8259851736246586,3.265704252828716,1.8259851736246586,2.001560671088568,0.42138119391338275,3.055013655872025,7.5497463909481075,27.284432305891535,0.18962153726102224,0.2387826765509169,1,All-Around Attacker
Mario Götze,34,88,77.5,"MF,FW",1.9,56,19,3.1,9,29,6,23,96,706,28,7,1542.0,3.39,3,0.18,0.47,0.29,2.9,2.9,0.1,104,3,846,0.16926070038910507,0.16926070038910507,0.47,0.29,3.39,0.18,0.17509727626459143,0.17509727626459143,1.9844357976653697,5.136186770428015,1.1089494163424125,3.268482490272374,0.5252918287937743,1.6926070038910506,0.35019455252918286,1.3424124513618678,1.634241245136187,6.070038910505836,5.603112840466926,41.20622568093385,0.11089494163424124,0.18093385214007784,5,Dribbling Playmaker
Jean Mattéo Bahoya,18,28,74.3,"MF,FW",2.3,15,11,1.7,17,24,10,14,93,293,18,4,921.0,4.01,3,0.59,0.98,0.29,1.9,1.9,0.1,51,1,350,0.18566775244299674,0.18566775244299674,0.98,0.29,4.01,0.59,0.2931596091205212,0.09771986970684039,1.758957654723127,2.736156351791531,1.0749185667752443,1.4657980456026058,1.6612377850162867,2.3452768729641695,0.9771986970684039,1.3680781758957654,1.758957654723127,4.9837133550488595,9.087947882736156,28.631921824104232,0.2247557003257329,0.16612377850162866,3,Link Play Forward
Can Uzun,14,42,79.9,"MF,FW",1.1,25,18,1.1,11,11,4,13,45,315,4,1,675.0,5.06,2,0.4,3.6,1.47,3.0,3.0,1.0,31,2,299,0.4,0.4,3.6,1.47,5.06,0.4,0.26666666666666666,0.26666666666666666,1.8666666666666667,5.6,2.4000000000000004,3.333333333333333,1.4666666666666666,1.4666666666666666,0.5333333333333333,1.7333333333333334,0.5333333333333333,4.133333333333333,6.0,42.0,0.14666666666666667,0.14666666666666667,1,All-Around Attacker
Lorenzo Colombo,21,48,67.5,"FW,MF",0.9,25,12,2.9,24,27,10,28,116,547,14,2,2233.0,2.21,1,0.12,2.22,0.73,5.9,5.1,0.1,73,3,508,0.23779668607254814,0.20555306762203313,2.22,0.73,2.21,0.12,0.04030452306314375,0.12091356918943125,0.8463949843260189,1.9346171070309,0.483654276757725,1.0076130765785938,0.96730855351545,1.0882221227048814,0.4030452306314375,1.128526645768025,0.5642633228840125,2.942230183609494,4.675324675324676,22.04657411553963,0.03627407075682938,0.11688311688311688,8,Peripheral Forward
Sebastiano Esposito,36,93,60.2,"FW,MF",2.1,57,31,2.1,29,31,11,26,106,712,29,12,2331.0,3.05,0,0.23,2.28,0.73,5.7,4.2,2.3,106,7,739,0.22007722007722008,0.16216216216216217,2.28,0.73,3.05,0.23,0.0,0.2702702702702703,1.38996138996139,3.5907335907335907,1.196911196911197,2.200772200772201,1.1196911196911197,1.196911196911197,0.42471042471042475,1.0038610038610039,1.1196911196911197,4.0926640926640925,4.0926640926640925,27.49034749034749,0.08108108108108109,0.08108108108108109,6,Pressing Forward
Emmanuel Gyasi,17,53,77.1,"DF,FW",1.7,44,20,0.7,20,22,9,18,108,676,29,11,3217.0,1.12,4,0.14,0.62,0.22,3.9,3.9,-1.9,135,2,1084,0.10910786447000312,0.10910786447000312,0.62,0.22,1.12,0.14,0.111905502020516,0.055952751010258,0.475598383587193,1.4827479017718372,0.5595275101025801,1.230960522225676,0.5595275101025801,0.615480261112838,0.25178737954616104,0.5035747590923221,0.811314889648741,3.7768106931924152,3.021448554553932,18.912029841467206,0.0475598383587193,0.0195834628535903,6,Pressing Forward
Giuseppe Pezzella,36,80,66.5,"DF,FW",4.4,56,30,4.6,17,77,12,33,143,778,31,15,2878.0,1.85,5,0.16,0.47,0.09,0.6,0.6,-0.6,88,2,1246,0.018763029881862403,0.018763029881862403,0.47,0.09,1.85,0.16,0.15635858234885336,0.06254343293954134,1.1257817929117444,2.5017373175816537,0.9381514940931202,1.7512161223071578,0.5316191799861014,2.407922168172342,0.37526059763724806,1.0319666435024322,0.9694232105628909,2.751911049339819,4.471855455177206,24.329395413481585,0.13759555246699098,0.1438498957609451,6,Pressing Forward
Ola Solbakken,9,20,70.9,"MF,FW",0.3,14,5,0.4,7,18,6,10,32,194,4,2,760.0,1.42,1,0.12,0.47,0.36,0.8,0.8,-0.8,19,1,199,0.09473684210526316,0.09473684210526316,0.47,0.36,1.42,0.12,0.11842105263157894,0.11842105263157894,1.0657894736842106,2.3684210526315788,0.5921052631578947,1.657894736842105,0.8289473684210525,2.1315789473684212,0.7105263157894737,1.1842105263157894,0.47368421052631576,2.25,3.789473684210526,22.97368421052632,0.035526315789473684,0.04736842105263158,8,Peripheral Forward
Antoniu,7,28,67.0,"FW,MF",1.1,10,7,1.1,29,35,5,23,63,225,10,8,1022.0,2.11,1,0.09,0.88,0.35,0.9,0.9,-0.9,39,4,221,0.0792563600782779,0.0792563600782779,0.88,0.35,2.11,0.09,0.08806262230919765,0.3522504892367906,0.6164383561643836,2.4657534246575343,0.6164383561643836,0.8806262230919765,2.5538160469667317,3.0821917808219177,0.44031311154598823,2.0254403131115457,0.8806262230919765,3.434442270058708,5.547945205479452,19.81409001956947,0.09686888454011743,0.09686888454011743,6,Pressing Forward
Roberto Férnandez,8,17,72.2,FW,0.5,9,7,0.6,11,7,3,10,50,292,4,3,1497.0,1.68,0,0.18,1.26,0.54,3.6,3.6,2.4,33,2,259,0.21643286573146292,0.21643286573146292,1.26,0.54,1.68,0.18,0.0,0.12024048096192386,0.4809619238476954,1.0220440881763528,0.42084168336673344,0.5410821643286573,0.6613226452905812,0.42084168336673344,0.18036072144288576,0.6012024048096193,0.2404809619238477,1.9839679358717437,3.0060120240480965,17.555110220440884,0.030060120240480964,0.036072144288577156,8,Peripheral Forward
Jofre,24,48,67.0,"MF,FW",1.9,17,15,2.5,39,65,27,51,156,576,16,15,2165.0,2.33,4,0.21,1.66,0.42,2.5,2.5,0.5,105,2,525,0.10392609699769052,0.10392609699769052,1.66,0.42,2.33,0.21,0.16628175519630484,0.08314087759815242,0.9976905311778291,1.9953810623556583,0.6235565819861432,0.7066974595842956,1.6212471131639723,2.7020785219399537,1.1224018475750577,2.120092378752887,0.6651270207852193,4.364896073903003,6.484988452655889,23.944572748267902,0.0789838337182448,0.10392609699769052,6,Pressing Forward
Javi Puado,22,75,76.8,"FW,MF",2.1,36,15,3.0,21,73,22,48,113,703,17,5,2974.0,1.66,6,0.21,2.0,0.57,11.6,7.7,0.4,105,6,678,0.35104236718224613,0.23301950235373237,2.0,0.57,1.66,0.21,0.18157363819771352,0.18157363819771352,0.6657700067249496,2.269670477471419,0.4539340954942838,1.089441829186281,0.6355077336919973,2.2091459314055144,0.6657700067249496,1.4525891055817082,0.5144586415601883,3.1775386684599867,3.4196368527236043,21.274377942165433,0.06355077336919973,0.09078681909885676,4,Secondary Creator
Alejo Véliz,3,8,65.2,FW,0.1,9,0,0.6,1,2,0,3,27,205,1,4,1127.0,1.1,2,0.31,1.52,0.48,2.3,2.3,-1.3,20,0,187,0.18367346938775508,0.18367346938775508,1.52,0.48,1.1,0.31,0.15971606033717836,0.0,0.2395740905057675,0.6388642413487134,0.0,0.7187222715173025,0.07985803016858918,0.15971606033717836,0.0,0.2395740905057675,0.07985803016858918,1.5971606033717836,2.156166814551908,16.37089618456078,0.007985803016858918,0.04791481810115351,8,Peripheral Forward
Carlos Alcaraz,13,42,80.6,"FW,MF",0.7,20,18,1.6,0,4,0,1,1,12,0,1,764.0,9.0,0,0.0,9.0,9.0,0.1,0.1,-0.1,2,0,13,0.011780104712041887,0.011780104712041887,9.0,9.0,9.0,0.0,0.0,0.0,1.5314136125654452,4.947643979057592,2.1204188481675392,2.356020942408377,0.0,0.47120418848167545,0.0,0.11780104712041886,0.0,0.23560209424083772,0.11780104712041886,1.413612565445026,0.08246073298429318,0.1884816753926702,1,All-Around Attacker
Beto,12,16,58.2,FW,0.5,7,8,1.2,19,15,9,12,77,378,6,4,1534.0,1.52,1,0.06,2.87,1.35,8.2,8.2,-0.2,40,1,268,0.48109517601043017,0.48109517601043017,2.87,1.35,1.52,0.06,0.05867014341590612,0.05867014341590612,0.7040417209908736,0.938722294654498,0.469361147327249,0.4106910039113429,1.1147327249022163,0.8800521512385919,0.5280312907431551,0.7040417209908736,0.3520208604954368,2.346805736636245,4.517601043024771,22.177314211212515,0.02933507170795306,0.07040417209908735,0,Support Forward
Dominic Calvert-Lewin,7,20,62.6,FW,0.7,20,5,0.6,10,23,17,8,112,417,7,7,1608.0,1.46,1,0.22,2.8,1.06,6.7,6.7,-3.7,35,0,289,0.375,0.375,2.8,1.06,1.46,0.22,0.055970149253731345,0.0,0.3917910447761194,1.119402985074627,0.27985074626865675,1.119402985074627,0.5597014925373135,1.287313432835821,0.9514925373134329,0.44776119402985076,0.3917910447761194,1.9589552238805972,6.268656716417911,23.33955223880597,0.039179104477611935,0.033582089552238806,0,Support Forward
Jack Harrison,33,51,62.8,FW,3.1,28,25,3.7,24,73,17,36,127,612,22,10,2076.0,2.47,1,0.17,1.26,0.3,3.5,3.5,-2.5,73,4,659,0.15173410404624277,0.15173410404624277,1.26,0.3,2.47,0.17,0.04335260115606936,0.17341040462427745,1.4306358381502888,2.2109826589595376,1.083815028901734,1.2138728323699421,1.0404624277456647,3.1647398843930636,0.7369942196531792,1.5606936416184969,0.9537572254335259,3.1647398843930636,5.505780346820809,26.531791907514453,0.13439306358381503,0.16040462427745666,6,Pressing Forward
Jesper Lindstrøm,19,25,69.4,FW,2.0,18,12,2.0,8,30,7,19,81,347,25,12,1239.0,3.35,1,0.07,2.03,0.73,2.1,2.1,-2.1,70,1,428,0.15254237288135594,0.15254237288135594,2.03,0.73,3.35,0.07,0.07263922518159806,0.07263922518159806,1.3801452784503632,1.8159806295399514,0.8716707021791767,1.3075060532687652,0.5811138014527845,2.179176755447942,0.5084745762711864,1.3801452784503632,1.8159806295399514,5.084745762711864,5.883777239709444,25.205811138014525,0.14527845036319612,0.14527845036319612,6,Pressing Forward
Dwight McNeil,37,69,74.5,"MF,FW",4.3,40,36,5.2,24,38,5,34,80,510,8,6,1371.0,4.73,5,0.66,1.64,0.66,1.1,1.1,2.9,76,8,619,0.07221006564551423,0.07221006564551423,1.64,0.66,4.73,0.66,0.3282275711159738,0.5251641137855579,2.4288840262582054,4.529540481400438,2.363238512035011,2.6258205689277903,1.575492341356674,2.4945295404814005,0.3282275711159738,2.2319474835886215,0.5251641137855579,4.989059080962801,5.2516411378555805,33.479212253829324,0.28227571115973743,0.3413566739606127,5,Dribbling Playmaker
Iliman Ndiaye,18,59,81.8,FW,1.4,42,14,1.9,68,86,32,44,122,674,28,20,2431.0,2.41,5,0.3,1.3,0.56,6.2,4.7,2.8,172,2,736,0.2295351707116413,0.1740024681201152,1.3,0.56,2.41,0.3,0.1851090086384204,0.07404360345536816,0.6663924310983134,2.1842863019333607,0.5183052241875772,1.5549156725627313,2.5174825174825175,3.183874948580831,1.1846976552858905,1.6289592760180998,1.0366104483751544,6.367749897161662,4.516659810777458,24.952694364459074,0.051830522418757706,0.07034142328259975,6,Pressing Forward
Lucas Beltrán,29,64,77.7,"FW,MF",1.9,38,17,3.0,15,23,7,18,94,592,10,5,1953.0,2.9,8,0.41,1.2,0.28,5.4,3.1,-0.4,59,4,591,0.2488479262672811,0.14285714285714285,1.2,0.28,2.9,0.41,0.3686635944700461,0.18433179723502305,1.336405529953917,2.9493087557603688,0.783410138248848,1.751152073732719,0.6912442396313364,1.0599078341013826,0.3225806451612903,0.8294930875576036,0.4608294930875576,2.71889400921659,4.331797235023041,27.281105990783413,0.08755760368663594,0.1382488479262673,4,Secondary Creator
Edoardo Bove,11,37,82.0,"MF,FW",0.8,18,4,1.5,7,12,2,19,24,286,17,6,851.0,3.27,5,0.74,0.74,0.21,0.6,0.6,0.4,45,1,344,0.06345475910693302,0.06345475910693302,0.74,0.21,3.27,0.74,0.5287896592244419,0.10575793184488837,1.163337250293772,3.9130434782608696,0.42303172737955347,1.9036427732079908,0.7403055229142186,1.2690951821386605,0.21151586368977673,2.009400705052879,1.7978848413631021,4.759106933019977,2.538190364277321,30.246768507638073,0.0846063454759107,0.15863689776733256,6,Pressing Forward
Andrea Colpani,17,57,80.7,"FW,MF",1.3,19,15,1.3,12,37,13,35,129,449,9,9,1450.0,2.7,3,0.31,2.23,0.74,2.7,2.7,-0.7,46,2,466,0.16758620689655174,0.16758620689655174,2.23,0.74,2.7,0.31,0.18620689655172415,0.12413793103448274,1.0551724137931036,3.5379310344827584,0.9310344827586207,1.1793103448275863,0.7448275862068966,2.2965517241379314,0.8068965517241379,2.1724137931034484,0.5586206896551724,2.855172413793104,8.006896551724138,27.868965517241378,0.08068965517241379,0.08068965517241379,4,Secondary Creator
Albert Guðmundsson,15,37,83.0,"FW,MF",1.0,34,2,1.8,15,35,11,27,59,466,5,6,1273.0,2.76,3,0.35,1.77,0.92,4.5,2.9,1.5,53,1,500,0.31814611154752553,0.20502749410840532,1.77,0.92,2.76,0.35,0.21209740769835037,0.07069913589945012,1.0604870384917517,2.6158680282796545,0.14139827179890024,2.4037706205813043,1.0604870384917517,2.474469756480754,0.7776904948939513,1.908876669285153,0.3534956794972506,3.747054202670856,4.171249018067557,32.94579732914376,0.07069913589945012,0.12725844461901023,4,Secondary Creator
Moise Kean,19,26,69.9,FW,1.1,15,10,1.9,44,42,32,28,143,541,5,6,2704.0,1.9,2,0.23,3.43,1.63,19.4,17.9,-0.4,52,1,326,0.6457100591715976,0.595784023668639,3.43,1.63,1.9,0.23,0.0665680473372781,0.03328402366863905,0.632396449704142,0.8653846153846154,0.3328402366863905,0.49926035502958577,1.4644970414201184,1.39792899408284,1.0650887573964496,0.9319526627218936,0.16642011834319526,1.7307692307692308,4.759615384615384,18.00665680473373,0.036612426035502965,0.0632396449704142,0,Support Forward
Christian Kouamé,9,16,69.5,"FW,MF",0.7,10,4,1.5,7,7,3,6,46,205,8,2,622.0,3.19,0,0.0,1.59,0.14,1.1,1.1,-1.1,20,0,197,0.15916398713826369,0.15916398713826369,1.59,0.14,3.19,0.0,0.0,0.0,1.3022508038585208,2.315112540192926,0.5787781350482315,1.4469453376205788,1.0128617363344052,1.0128617363344052,0.4340836012861737,0.8681672025723474,1.157556270096463,2.8938906752411575,6.655948553054662,29.662379421221864,0.10128617363344052,0.21704180064308684,6,Pressing Forward
Junior Adamu,17,14,63.5,FW,1.9,7,8,2.4,10,8,4,5,84,350,3,12,1545.0,1.69,2,0.17,2.1,0.64,5.5,5.5,-3.5,52,2,312,0.32038834951456313,0.32038834951456313,2.1,0.64,1.69,0.17,0.11650485436893204,0.11650485436893204,0.9902912621359222,0.8155339805825242,0.46601941747572817,0.4077669902912621,0.5825242718446603,0.46601941747572817,0.23300970873786409,0.29126213592233013,0.17475728155339806,3.0291262135922334,4.893203883495145,20.388349514563107,0.11067961165048544,0.13980582524271842,8,Peripheral Forward
Eren Dinkçi,23,35,75.4,"MF,FW",1.2,24,11,2.2,16,33,9,26,71,347,13,7,1196.0,3.23,5,0.38,1.05,0.23,1.1,1.1,-1.1,55,1,394,0.08277591973244149,0.08277591973244149,1.05,0.23,3.23,0.38,0.37625418060200666,0.07525083612040134,1.7307692307692308,2.6337792642140467,0.8277591973244148,1.8060200668896322,1.2040133779264215,2.483277591973244,0.677257525083612,1.9565217391304348,0.9782608695652174,4.138795986622073,5.342809364548495,26.11204013377926,0.0903010033444816,0.16555183946488297,6,Pressing Forward
Ritsu Doan,27,130,71.8,"FW,MF",5.9,70,48,3.7,56,64,26,54,178,1031,42,14,2862.0,3.49,11,0.5,1.92,0.66,6.6,6.6,3.4,133,12,1090,0.20754716981132074,0.20754716981132074,1.92,0.66,3.49,0.5,0.34591194968553457,0.37735849056603776,0.8490566037735848,4.088050314465408,1.509433962264151,2.20125786163522,1.7610062893081762,2.0125786163522013,0.8176100628930817,1.6981132075471697,1.3207547169811322,4.182389937106919,5.59748427672956,32.42138364779874,0.18553459119496857,0.11635220125786164,5,Dribbling Playmaker
Michael Gregoritsch,5,19,63.3,FW,0.7,9,4,0.4,4,6,3,3,36,149,2,1,639.0,2.67,3,0.7,2.25,0.85,1.8,1.8,0.2,18,0,158,0.2535211267605634,0.2535211267605634,2.25,0.85,2.67,0.7,0.4225352112676056,0.0,0.7042253521126761,2.676056338028169,0.5633802816901409,1.267605633802817,0.5633802816901409,0.8450704225352113,0.4225352112676056,0.4225352112676056,0.28169014084507044,2.535211267605634,5.070422535211268,20.985915492957748,0.09859154929577464,0.05633802816901409,4,Secondary Creator
Vincenzo Grifo,66,128,76.7,"FW,MF",8.0,104,48,6.9,25,58,21,35,147,1186,22,9,2432.0,4.48,10,0.56,2.33,0.96,7.9,5.6,0.1,134,10,1529,0.29235197368421056,0.20723684210526314,2.33,0.96,4.48,0.56,0.3700657894736842,0.3700657894736842,2.442434210526316,4.7368421052631575,1.776315789473684,3.848684210526316,0.9251644736842106,2.1463815789473686,0.777138157894737,1.2952302631578947,0.8141447368421053,4.958881578947368,5.4399671052631575,43.889802631578945,0.29605263157894735,0.25534539473684215,5,Dribbling Playmaker
Lucas Höler,22,47,65.5,"FW,MF",1.7,34,9,2.9,18,21,7,12,122,571,24,7,1867.0,2.46,3,0.29,1.64,0.82,7.7,6.9,-1.7,68,1,595,0.3711837171933583,0.33261917514729517,1.64,0.82,2.46,0.29,0.144617032672737,0.048205677557579,1.0605249062667381,2.2656668452062134,0.43385109801821103,1.6389930369576862,0.8677021960364221,1.0123192287091591,0.337439742903053,0.578468130690948,1.156936261381896,3.2779860739153723,5.881092662024638,27.52544188537761,0.0819496518478843,0.1397964649169791,4,Secondary Creator
Merlin Röhl,9,22,76.0,"MF,FW",1.1,17,4,1.7,12,20,9,15,60,256,10,6,965.0,2.33,1,0.28,1.12,0.28,0.8,0.8,-0.8,49,0,250,0.07461139896373058,0.07461139896373058,1.12,0.28,2.33,0.28,0.09326424870466321,0.0,0.8393782383419688,2.051813471502591,0.37305699481865284,1.5854922279792745,1.1191709844559585,1.8652849740932642,0.8393782383419688,1.3989637305699483,0.9326424870466321,4.569948186528497,5.595854922279793,23.875647668393782,0.10259067357512953,0.15854922279792744,6,Pressing Forward
